GO_ID	LEVEL	NAME
GO:0000907	6	sulfonate dioxygenase activity
GO:0000908	6	taurine dioxygenase activity
GO:0000909	8	sporocarp development involved in sexual reproduction
GO:0000910	4	cytokinesis
GO:0000911	5	cytokinesis by cell plate formation
GO:0000912	6	assembly of actomyosin apparatus involved in cytokinesis
GO:0000913	6	preprophase band assembly
GO:0000914	8	phragmoplast assembly
GO:0000915	10	actomyosin contractile ring assembly
GO:0000916	6	actomyosin contractile ring contraction
GO:0000917	7	division septum assembly
GO:0000918	5	division septum site selection
GO:0000919	6	cell plate assembly
GO:0000920	3	septum digestion after cytokinesis
GO:0000921	9	septin ring assembly
GO:0000922	3	spindle pole
GO:0000923	4	equatorial microtubule organizing center
GO:0000924	6	gamma-tubulin ring complex, centrosomal
GO:0000927	5	gamma-tubulin small complex, centrosomal
GO:0000928	5	gamma-tubulin small complex, spindle pole body
GO:0000930	3	gamma-tubulin complex
GO:0000931	4	gamma-tubulin large complex
GO:0000932	8	P-body
GO:0000933	4	adventitious septum
GO:0000934	4	porous cell septum
GO:0000935	4	division septum
GO:0000936	5	primary cell septum
GO:0000937	5	dolipore septum
GO:0000938	4	GARP complex
GO:0000939	3	condensed chromosome inner kinetochore
GO:0000940	3	condensed chromosome outer kinetochore
GO:0000941	4	condensed nuclear chromosome inner kinetochore
GO:0000942	4	condensed nuclear chromosome outer kinetochore
GO:0000943	3	retrotransposon nucleocapsid
GO:0000947	10	amino acid catabolic process to alcohol via Ehrlich pathway
GO:0000948	10	amino acid catabolic process to carboxylic acid via Ehrlich pathway
GO:0000949	11	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway
GO:0000950	11	branched-chain amino acid catabolic process to alcohol via Ehrlich pathway
GO:0000951	12	methionine catabolic process to 3-methylthiopropanol
GO:0000952	11	aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway
GO:0000953	11	branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway
GO:0000954	12	methionine catabolic process to 3-methylthiopropanoate
GO:0000955	9	amino acid catabolic process via Ehrlich pathway
GO:0000956	10	nuclear-transcribed mRNA catabolic process
GO:0000957	9	mitochondrial RNA catabolic process
GO:0000958	10	mitochondrial mRNA catabolic process
GO:0000959	8	mitochondrial RNA metabolic process
GO:0000960	8	regulation of mitochondrial RNA catabolic process
GO:0000961	10	negative regulation of mitochondrial RNA catabolic process
GO:0000962	9	positive regulation of mitochondrial RNA catabolic process
GO:0000963	9	mitochondrial RNA processing
GO:0000964	10	mitochondrial RNA 5'-end processing
GO:0000965	10	mitochondrial RNA 3'-end processing
GO:0000966	9	RNA 5'-end processing
GO:0000967	11	rRNA 5'-end processing
GO:0000968	9	tRNA exon ligation
GO:0000969	10	tRNA exon ligation utilizing ATP as source of linkage phosphate
GO:0000970	10	tRNA exon ligation utilizing GTP as source of linkage phosphate
GO:0000971	10	tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate
GO:0000972	7	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0000973	8	posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0000974	3	Prp19 complex
GO:0000976	8	transcription regulatory region sequence-specific DNA binding
GO:0000977	9	RNA polymerase II transcription regulatory region sequence-specific DNA binding
GO:0000978	10	RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0000979	10	RNA polymerase II core promoter sequence-specific DNA binding
GO:0000981	4	DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0000984	9	bacterial-type RNA polymerase transcription regulatory region sequence-specific DNA binding
GO:0000985	10	bacterial-type RNA polymerase core promoter sequence-specific DNA binding
GO:0000986	10	bacterial-type cis-regulatory region sequence-specific DNA binding
GO:0000987	9	cis-regulatory region sequence-specific DNA binding
GO:0000992	10	RNA polymerase III cis-regulatory region sequence-specific DNA binding
GO:0000993	7	RNA polymerase II complex binding
GO:0000994	7	RNA polymerase III core binding
GO:0000995	4	RNA polymerase III general transcription initiation factor activity
GO:0001000	7	bacterial-type RNA polymerase core enzyme binding
GO:0001001	7	mitochondrial single-subunit type RNA polymerase binding
GO:0001002	11	RNA polymerase III type 1 promoter sequence-specific DNA binding
GO:0001003	11	RNA polymerase III type 2 promoter sequence-specific DNA binding
GO:0001006	11	RNA polymerase III type 3 promoter sequence-specific DNA binding
GO:0001010	7	RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity
GO:0001014	12	snoRNA transcription by RNA polymerase III
GO:0001015	12	snoRNA transcription by RNA polymerase II
GO:0001016	9	RNA polymerase III transcription regulatory region sequence-specific DNA binding
GO:0001018	9	mitochondrial promoter sequence-specific DNA binding
GO:0001019	9	plastid promoter transcription regulatory region sequence-specific DNA binding
GO:0001025	6	RNA polymerase III general transcription initiation factor binding
GO:0001039	11	RNA polymerase III hybrid type promoter sequence-specific DNA binding
GO:0001042	7	RNA polymerase I core binding
GO:0001046	9	core promoter sequence-specific DNA binding
GO:0001048	7	RNA polymerase IV core binding
GO:0001049	7	RNA polymerase V core binding
GO:0001050	6	single-subunit type RNA polymerase binding
GO:0001051	7	plastid single-subunit type RNA polymerase binding
GO:0001052	8	plastid PEP RNA polymerase core enzyme binding
GO:0001054	9	RNA polymerase I activity
GO:0001055	9	RNA polymerase II activity
GO:0001056	9	RNA polymerase III activity
GO:0001057	9	RNA polymerase IV activity
GO:0001058	9	RNA polymerase V activity
GO:0001059	11	transcription by RNA polymerase IV
GO:0001060	11	transcription by RNA polymerase V
GO:0001061	9	bacterial-type RNA polymerase activity
GO:0001062	10	plastid PEP-A RNA polymerase activity
GO:0001063	10	plastid PEP-B RNA polymerase activity
GO:0001064	9	single subunit type RNA polymerase activity
GO:0001065	10	mitochondrial single subunit type RNA polymerase activity
GO:0001066	10	plastid single subunit type RNA polymerase activity
GO:0001067	5	regulatory region nucleic acid binding
GO:0001068	7	transcription regulatory region RNA binding
GO:0001069	6	regulatory region RNA binding
GO:0001070	3	RNA-binding transcription regulator activity
GO:0001072	3	transcription antitermination factor activity, RNA binding
GO:0001073	3	transcription antitermination factor activity, DNA binding
GO:0001079	12	nitrogen catabolite regulation of transcription from RNA polymerase II promoter
GO:0001080	12	nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:0001081	12	nitrogen catabolite repression of transcription from RNA polymerase II promoter
GO:0001085	5	RNA polymerase II transcription factor binding
GO:0001091	6	RNA polymerase II general transcription initiation factor binding
GO:0001092	7	TFIIA-class transcription factor complex binding
GO:0001093	7	TFIIB-class transcription factor binding
GO:0001094	7	TFIID-class transcription factor complex binding
GO:0001095	7	TFIIE-class transcription factor complex binding
GO:0001096	7	TFIIF-class transcription factor complex binding
GO:0001097	7	TFIIH-class transcription factor complex binding
GO:0001098	4	basal transcription machinery binding
GO:0001099	5	basal RNA polymerase II transcription machinery binding
GO:0001100	10	negative regulation of exit from mitosis
GO:0001101	4	response to acid chemical
GO:0001102	7	RNA polymerase II activating transcription factor binding
GO:0001103	7	RNA polymerase II repressing transcription factor binding
GO:0001108	5	bacterial-type RNA polymerase holo enzyme binding
GO:0001109	9	promoter clearance during DNA-templated transcription
GO:0001110	10	promoter clearance from RNA polymerase III promoter
GO:0001111	10	promoter clearance from RNA polymerase II promoter
GO:0001112	8	DNA-templated transcription open complex formation
GO:0001113	9	transcription open complex formation at RNA polymerase II promoter
GO:0001114	3	protein-DNA-RNA complex
GO:0001115	6	protein-DNA-RNA complex subunit organization
GO:0001116	8	protein-DNA-RNA complex assembly
GO:0001117	7	protein-DNA-RNA complex disassembly
GO:0001118	8	transcription ternary complex disassembly
GO:0001119	7	protein-DNA-RNA complex remodeling
GO:0001120	7	protein-DNA complex remodeling
GO:0001121	11	bacterial transcription
GO:0001122	10	promoter clearance from bacterial-type RNA polymerase promoter
GO:0001123	10	transcription initiation from bacterial-type RNA polymerase promoter
GO:0001124	10	transcription elongation from bacterial-type RNA polymerase promoter
GO:0001125	10	transcription termination from bacterial-type RNA polymerase promoter
GO:0001126	10	bacterial-type RNA polymerase preinitiation complex assembly
GO:0001127	9	transcription open complex formation at bacterial-type RNA polymerase promoter
GO:0001139	8	RNA polymerase II complex recruiting activity
GO:0001145	10	mitochondrial RNA polymerase termination site sequence-specific DNA binding
GO:0001147	9	transcription termination site sequence-specific DNA binding
GO:0001148	10	bacterial-type RNA polymerase termination site sequence-specific DNA binding
GO:0001154	7	TFIIIB-class transcription factor complex binding
GO:0001155	7	TFIIIA-class transcription factor binding
GO:0001156	7	TFIIIC-class transcription factor complex binding
GO:0001161	9	intronic transcription regulatory region sequence-specific DNA binding
GO:0001162	10	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding
GO:0001163	9	RNA polymerase I transcription regulatory region sequence-specific DNA binding
GO:0001164	10	RNA polymerase I core promoter sequence-specific DNA binding
GO:0001165	10	RNA polymerase I cis-regulatory region sequence-specific DNA binding
GO:0001171	10	reverse transcription
GO:0001172	10	transcription, RNA-templated
GO:0001173	9	DNA-templated transcriptional start site selection
GO:0001174	10	transcriptional start site selection at RNA polymerase II promoter
GO:0001175	10	transcriptional start site selection at RNA polymerase III promoter
GO:0001176	10	transcriptional start site selection at bacterial-type RNA polymerase promoter
GO:0001177	12	regulation of transcription open complex formation at RNA polymerase II promoter
GO:0001178	12	regulation of transcriptional start site selection at RNA polymerase II promoter
GO:0001179	6	RNA polymerase I general transcription initiation factor binding
GO:0001181	4	RNA polymerase I general transcription initiation factor activity
GO:0001182	10	promoter clearance from RNA polymerase I promoter
GO:0001183	11	transcription elongation from RNA polymerase I promoter for nuclear large rRNA transcript
GO:0001184	11	promoter clearance from RNA polymerase I promoter for nuclear large rRNA transcript
GO:0001188	10	RNA polymerase I preinitiation complex assembly
GO:0001192	9	maintenance of transcriptional fidelity during DNA-templated transcription elongation
GO:0001193	10	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter
GO:0001194	10	maintenance of transcriptional fidelity during DNA-templated transcription elongation from bacterial-type RNA polymerase promoter
GO:0001195	10	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter
GO:0001196	12	regulation of mating-type specific transcription from RNA polymerase II promoter
GO:0001197	12	positive regulation of mating-type specific transcription from RNA polymerase II promoter
GO:0001198	12	negative regulation of mating-type specific transcription from RNA polymerase II promoter
GO:0001207	8	histone displacement
GO:0001208	9	histone H2A-H2B dimer displacement
GO:0001216	4	DNA-binding transcription activator activity
GO:0001217	4	DNA-binding transcription repressor activity
GO:0001221	5	transcription cofactor binding
GO:0001222	6	transcription corepressor binding
GO:0001223	6	transcription coactivator binding
GO:0001224	6	RNA polymerase II transcription cofactor binding
GO:0001225	7	RNA polymerase II transcription coactivator binding
GO:0001226	7	RNA polymerase II transcription corepressor binding
GO:0001227	5	DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0001228	5	DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0001300	5	chronological cell aging
GO:0001301	6	progressive alteration of chromatin involved in cell aging
GO:0001302	5	replicative cell aging
GO:0001303	9	nucleolar fragmentation involved in replicative aging
GO:0001304	7	progressive alteration of chromatin involved in replicative cell aging
GO:0001305	7	progressive alteration of chromatin involved in chronological cell aging
GO:0001306	5	age-dependent response to oxidative stress
GO:0001307	8	extrachromosomal circular DNA accumulation involved in replicative cell aging
GO:0001308	12	negative regulation of chromatin silencing involved in replicative cell aging
GO:0001310	9	extrachromosomal rDNA circle accumulation involved in replicative cell aging
GO:0001311	11	formation of extrachromosomal circular rDNA by homologous recombination involved in replicative cell aging
GO:0001312	10	replication of extrachromosomal rDNA circles involved in replicative cell aging
GO:0001313	9	formation of extrachromosomal circular DNA involved in replicative cell aging
GO:0001314	9	replication of extrachromosomal circular DNA involved in replicative cell aging
GO:0001315	6	age-dependent response to reactive oxygen species
GO:0001316	9	age-dependent response to reactive oxygen species involved in replicative cell aging
GO:0001317	10	accumulation of oxidatively modified proteins involved in replicative cell aging
GO:0001318	8	formation of oxidatively modified proteins involved in replicative cell aging
GO:0001319	5	inheritance of oxidatively modified proteins involved in replicative cell aging
GO:0001320	9	age-dependent response to reactive oxygen species involved in chronological cell aging
GO:0001321	4	age-dependent general metabolic decline involved in replicative cell aging
GO:0001322	6	age-dependent response to oxidative stress involved in replicative cell aging
GO:0001323	4	age-dependent general metabolic decline involved in chronological cell aging
GO:0001324	7	age-dependent response to oxidative stress involved in chronological cell aging
GO:0001325	8	formation of extrachromosomal circular DNA
GO:0001326	8	replication of extrachromosomal circular DNA
GO:0001400	3	mating projection base
GO:0001401	5	SAM complex
GO:0001402	6	signal transduction involved in filamentous growth
GO:0001403	7	invasive growth in response to glucose limitation
GO:0001405	5	PAM complex, Tim23 associated import motor
GO:0001406	7	glycerophosphodiester transmembrane transporter activity
GO:0001407	8	glycerophosphodiester transmembrane transport
GO:0001408	9	guanine nucleotide transport
GO:0001409	7	guanine nucleotide transmembrane transporter activity
GO:0001410	7	chlamydospore formation
GO:0001411	4	hyphal tip
GO:0001501	5	skeletal system development
GO:0001502	4	cartilage condensation
GO:0001503	3	ossification
GO:0001504	6	neurotransmitter uptake
GO:0001505	4	regulation of neurotransmitter levels
GO:0001507	8	acetylcholine catabolic process in synaptic cleft
GO:0001508	5	action potential
GO:0001510	9	RNA methylation
GO:0001512	4	dihydronicotinamide riboside quinone reductase activity
GO:0001514	10	selenocysteine incorporation
GO:0001515	6	opioid peptide activity
GO:0001516	12	prostaglandin biosynthetic process
GO:0001517	6	N-acetylglucosamine 6-O-sulfotransferase activity
