Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_4_5560	0.6	-0.8	-1.31	-1.29	-0.2	0.13	-0.13	0.13	1.47	1.93
Pa_4_5570	0.31	-0.19	-0.4	-0.23	-0.18	0.07	0.41	-0.03	0.03	3.67
Pa_4_5580	0.2	-0.5	-0.77	-0.1	0.1	0.26	0.24	-0.35	-0.21	3.53
Pa_4_5590	-0.52	-0.72	-0.87	0.33	0.81	0.72	0.34	-0.45	-0.33	0.73
Pa_4_560	-1.22	1.06	0.22	0.76	1.02	0.77	-0.22	-0.88	-1.15	-2.28
Pa_4_5600	-0.6	-0.56	-0.76	2.84	3.19	2.82	1.68	0.48	-0.48	-1.38
Pa_4_5602	0.07	-0.07	-0.24	0.29	0.33	0.4	0.18	-0.21	-0.67	-0.82
Pa_4_5604	-0.4	-0.09	-0.54	0.83	0.36	-0.21	-0.62	0.09	0.55	0.66
Pa_4_5610	-0.42	0.2	-0.1	-0.11	0.07	-0.08	-0.04	0.04	0.13	0.56
Pa_4_5620	-0.98	0.06	0.12	0.96	0.32	0.63	-0.06	-0.33	-0.67	-1.64
Pa_4_5630	0.66	0.36	0.22	0.2	0.05	-0.05	-0.17	-0.27	-0.11	-0.79
Pa_4_5640	0.29	0.13	0.02	0.23	0.29	-0.27	-0.14	-0.02	-0.07	-0.56
Pa_4_565	0.1	-0.83	-1.03	-0.87	-0.44	-0.02	0.73	1.09	0.92	0.02
Pa_4_5650	0.2	-0.29	0.02	0.09	-0.01	0.01	0.04	-0.22	-0.22	-0.41
Pa_4_5660	0.05	-0.32	-0.14	-0.05	-0.25	-0.06	0.2	0.68	1.04	0.36
Pa_4_5670	-0.02	0.04	-0.21	0.02	0.21	-0.02	0.15	0.06	-0.14	-0.52
Pa_4_5680	0.45	0.62	-0.13	0.03	0.16	-0.01	0.01	-0.21	-0.17	-0.18
Pa_4_5690	0.33	-0.02	-0.4	-0.31	-0.03	0.07	-0.05	0.07	0.02	0.77
Pa_4_570	-0.44	0.15	-0.53	-0.15	0.26	-0.24	-0.25	3.41	4.51	3.15
Pa_4_5700	-0.35	0.2	-0.01	0.02	0.19	-0.07	0.01	0.12	-0.08	-0.77
Pa_4_5710	-0.3	-0.37	-0.2	0.01	0.25	0.21	0.42	0.45	-0.01	-0.77
Pa_4_5715	-0.04	-0.53	-0.01	0.01	0.24	0.06	0.31	0.08	-0.22	-0.87
Pa_4_5720	0.06	0.25	0.33	0.34	0.26	-0.16	-0.06	-0.11	-0.33	-0.2
Pa_4_5730	-1.6	-1.6	-1.85	-0.26	0.36	0.26	-0.28	0.71	1.47	1.39
Pa_4_5735	-1.37	-1.19	-1.32	-1.13	-0.49	0.49	1.17	1.74	3.11	3.92
Pa_4_5740	2.84	1.69	1.06	-0.05	0.41	0.05	-0.61	-0.88	-1.04	-0.37
Pa_4_5750	-1.58	-1.8	-2.25	2.19	2.46	1.77	0.89	0.45	-0.45	-1.36
Pa_4_5760	-0.29	-0.13	-0.05	-0.22	0.53	0.05	0.19	0.33	0.22	-0.16
Pa_4_5765	-0.6	-0.89	-0.74	0.62	0.36	0.2	-0.2	-0.21	0.56	1.09
Pa_4_5770	0.35	0.09	-0.25	-0.38	0.02	-0.02	-0.11	-0.46	0.5	0.71
Pa_4_5780	0.37	0.13	-0.29	-0.31	0.05	0.11	0.36	-0.05	-0.13	-0.4
Pa_4_5783	-2.91	-2.2	-2.04	-0.51	-1.08	0.51	1.35	1.4	1.83	1.93
Pa_4_5785	-0.9	-0.76	-0.82	-0.79	-0.16	0.16	0.63	1.21	1.7	1.79
Pa_4_5788	-0.64	-0.12	-0.15	1.9	1.15	0.12	-0.47	-0.23	1.75	2.65
Pa_4_5790	0.2	-0.17	-0.12	0.26	0.28	0.09	-0.32	-0.56	-0.09	0.41
Pa_4_580	-0.01	-0.19	0.01	-0.13	0.03	-0.42	0.11	0.38	0.06	-0.29
Pa_4_5800	0.19	0.69	-0.49	-0.02	0.02	-0.12	-0.25	-0.66	0.18	1.99
Pa_4_5810	0.57	-0.11	0	-0.04	0.01	0.1	0.19	-0.13	-0.17	0
Pa_4_5820	0.34	0.01	0	-0.2	-0.15	0.03	0	-0.04	-0.01	0.62
Pa_4_5830	-0.17	-0.31	-0.2	-0.21	-0.44	0.17	0.36	0.53	0.33	0.62
Pa_4_5840	-0.12	0.2	-0.33	-0.46	-0.1	0.1	0.11	0.12	0.29	-0.66
Pa_4_5850	-0.36	0.47	0.44	-0.16	0.2	0.02	0.39	-0.02	-0.39	-0.61
Pa_4_5860	0.98	0.43	1.4	0.58	0.45	-0.43	-0.94	-1.15	-1.3	-1.2
Pa_4_5865	0.52	0.12	0.38	-0.12	0.27	-0.02	-0.27	-0.7	-0.22	0.02
Pa_4_5870	2.66	3.11	2.19	1.1	0.16	-0.16	-0.85	-1.46	-1.56	-1.45
Pa_4_5880	-3.27	-3.25	-3.28	0.45	1.62	1.49	0.8	0.92	-0.45	-1.47
Pa_4_5890	0.2	0.18	0.21	0.02	-0.01	0.01	-0.32	-0.71	-0.99	-1.3
Pa_4_590	0.16	0.16	0.47	0.29	0.16	-0.16	-0.2	-0.44	-1.12	-3
Pa_4_5900	0.05	0.11	0.16	0.17	-0.05	0.06	-0.22	-0.41	-0.76	-1.18
Pa_4_5910	0.05	-0.15	-0.16	-0.1	-0.05	-0.07	0.23	0.1	0.51	0.69
Pa_4_5920	0.21	0.05	-0.06	-0.03	-0.24	-0.1	0.03	0.22	0.14	-0.12
Pa_4_5930	0.15	0.28	0.09	0.2	-0.14	-0.01	-0.02	0.01	-0.02	-0.11
Pa_4_5940	-0.19	-0.01	-0.04	-0.27	0.01	-0.01	0.49	0.66	0.37	0.36
Pa_4_595	-1.22	-1.06	0.62	1.31	1.18	0.58	-0.58	-1.5	-1.57	0.94
Pa_4_5950	0.07	0.02	-0.07	-0.19	0.01	-0.01	0.09	0.08	-0.24	-0.73
Pa_4_5960	-0.03	-0.01	0.74	0.38	0.43	0.2	0.01	-0.29	-0.71	-0.47
Pa_4_5970	-0.53	-0.21	0.07	0.33	0.34	0.08	0.18	-0.07	-0.58	-1.47
Pa_4_5980	-1.71	-0.65	0.61	0.96	1.22	0.65	0.21	-1.08	-1.53	-0.21
Pa_4_5990	0.07	-0.23	-0.4	-0.22	-0.43	-0.07	0.31	0.52	0.8	0.11
Pa_4_60	0.6	0.59	-0.38	0.17	-0.05	0.05	-0.6	-1.71	-1.04	0.91
Pa_4_600	-0.95	-1.53	-0.95	-1.28	0	1.02	0	0.39	0.06	0.32
Pa_4_6000	0.12	0.8	0.01	-0.08	-0.01	0.07	-0.78	-1.11	-0.66	0.92
Pa_4_6010	0.43	0.46	0.11	-0.05	0.06	0.05	-0.42	-0.42	-0.46	-0.47
Pa_4_6020	-1.24	-0.51	-1.32	-1.31	0.03	0.28	-0.03	0.89	0.85	3.8
Pa_4_6030	0.42	0.72	0.32	-0.05	0.12	0.05	-0.07	-0.09	-0.26	-0.5
Pa_4_6040	0.94	0.52	-0.52	-0.32	-0.02	-0.21	-0.5	0.02	0.84	1.4
Pa_4_6050	0.97	0.06	-0.35	-0.37	0.18	-0.08	-0.42	-0.06	0.35	0.69
Pa_4_6060	0.15	-0.12	-0.13	-0.25	-0.1	0.09	0.13	0.11	0.01	-0.01
Pa_4_6070	-0.03	-1.03	-0.63	-0.3	-0.06	0.35	1.02	0.85	0.29	0.03
Pa_4_6080	-1.22	-0.72	0.5	0.79	0.78	0.28	0.1	-0.37	-0.97	-0.1
Pa_4_6090	-0.43	0.49	0.16	0.54	0.27	0.05	-0.07	-0.05	-0.12	-0.14
Pa_4_6095	-0.1	0.15	0.18	0.16	0.53	-0.02	-0.04	-0.08	-0.24	0.02
Pa_4_610	-0.53	-0.05	-0.16	0.05	0.28	0.11	0.38	0.15	-0.26	-0.49
Pa_4_6100	0.36	0.08	0.01	-0.14	0.81	-0.01	-0.01	-0.39	-0.61	0.26
Pa_4_6110	-0.48	-0.1	-0.06	-0.28	0.15	0.15	0.25	0.26	0.06	-0.26
Pa_4_6120	0.28	-0.01	0.21	0.03	-0.07	0.01	-0.17	-0.38	-0.27	0.31
Pa_4_6130	-0.32	-0.34	-0.22	-0.04	0.04	0.27	0.86	1.12	0.26	-1.66
Pa_4_6140	0.04	0.1	0.07	-0.16	-0.04	-0.22	-0.12	-0.17	0.04	0.85
Pa_4_615	-0.7	0.46	-0.54	-0.18	0.21	0.08	0.03	-0.46	-0.03	0.28
Pa_4_6150	0.19	-0.14	-0.06	-0.25	-0.11	-0.04	0.04	0.32	0.6	0.84
Pa_4_6160	-0.18	-0.01	0.17	0.05	-0.01	-0.16	0.01	0.26	0.18	-0.37
Pa_4_6170	-0.37	-0.16	1.7	1.26	0.64	0.03	0.03	-0.07	-0.03	-0.17
Pa_4_6180	-0.16	-0.03	-0.38	-0.3	0.03	0.48	0.8	0.95	0.27	-1.66
Pa_4_6190	0.66	0.76	0.77	0.7	0.33	-0.33	-0.9	-1.08	-1.23	-1.27
Pa_4_620	-0.15	0.32	0.2	0.15	0.21	0.2	-0.31	-0.28	-0.43	-0.42
Pa_4_6200	0.12	0.36	0.24	0.23	0.26	-0.18	-0.12	-0.3	-0.12	-0.41
Pa_4_6210	-0.69	1.01	0.07	0.91	0.47	0.46	-0.07	-0.22	-0.77	-2.38
Pa_4_6220	-0.63	-0.26	-0.2	-0.05	0.05	0.22	0.25	0.26	0.06	-0.18
Pa_4_6230	0.2	-0.06	-0.16	-0.15	-0.15	0.2	0.44	0.29	-0.04	0.04
Pa_4_6240	0.03	-0.01	-0.09	0.01	-0.19	-0.06	0.06	0.22	0.24	-0.07
Pa_4_6250	-0.16	0.3	-0.29	0.2	-0.07	0.1	-0.18	0.01	-0.01	0.08
Pa_4_6260	-0.22	-0.23	0	-0.22	0	-0.04	0.39	0.34	0.35	0.81
Pa_4_6270	-0.38	-0.82	-0.1	0.43	0.19	-0.17	0.33	0.27	0.1	-0.47
Pa_4_6280	-0.17	-0.4	0	0.36	0.13	0.37	0.24	0	-0.45	-0.63
Pa_4_6290	0.03	0.15	-0.31	0.08	0.06	-0.32	-0.06	0.13	-0.03	-0.49
Pa_4_630	-0.06	-0.08	0.04	0.07	-0.04	0.22	0.48	0.4	-0.04	-0.27
Pa_4_6300	0.39	0.38	0.38	0.13	0.01	-0.09	-0.01	-0.15	-0.48	-1.16
Pa_4_6310	-0.77	-0.02	-0.13	-0.11	0.12	0.35	0.49	0.02	-0.19	0.31
Pa_4_6315	-0.51	-0.16	-0.18	-0.03	0.34	-0.34	0.03	0.17	1.85	1.84
Pa_4_6320	0.09	-0.05	0.49	0.14	0.05	0.11	-0.42	-0.79	-0.61	-0.15
Pa_4_6330	1.09	-1.13	0.1	1.19	0.99	-0.1	-0.82	-0.56	0.57	-0.29
Pa_4_6340	0.08	-0.6	1.13	2.51	2.14	0.9	-0.08	-0.69	-0.37	-0.53
Pa_4_6350	-0.5	0.04	0.07	0.75	0.56	0.28	-0.08	-0.04	-0.44	-0.69
Pa_4_6360	0.97	0.95	1.07	0.4	0.19	-0.19	-0.71	-0.95	-0.71	-0.26
Pa_4_6370	0.04	0.05	-0.29	-0.11	-0.22	-0.06	0.05	0.02	-0.02	0.33
Pa_4_6380	-0.2	-0.31	-0.22	-0.25	-0.02	0.13	0.02	0.26	1.27	3.01
Pa_4_6390	-0.1	0	-0.04	0.06	-0.02	0	0.13	0.31	0.09	-0.26
Pa_4_640	-0.18	-0.01	0.01	-0.01	0.16	0.36	0.68	0.36	-0.09	-0.32
Pa_4_6400	0.14	-0.27	-0.21	-0.03	-0.05	0.08	0.34	0.53	0.03	-0.79
Pa_4_6405	0.15	0.43	0.07	0.19	0.16	-0.07	-0.32	-0.53	-0.92	-1.35
Pa_4_6410	0.52	-0.02	0.03	0.2	0.15	-0.12	-0.13	-0.12	-0.21	0.02
Pa_4_6420	-0.03	-0.93	-0.09	0.03	-0.22	0.19	0.57	0.48	0.27	-0.65
Pa_4_6430	0.09	0.19	-0.09	0.07	-0.08	-0.14	0.12	0.08	-0.07	-0.31
Pa_4_6440	0.58	-0.14	0.05	-0.11	-0.21	0.08	0.23	0.08	-0.06	-0.05
Pa_4_6450	-0.1	-0.33	0.5	0.65	0.7	0.34	0.1	-0.9	-1.06	-0.99
Pa_4_6460	0.16	0.14	0.05	-0.12	0.16	0.15	-0.05	-0.07	-0.17	-0.27
Pa_4_6470	-0.79	-0.39	0.36	0.69	0.35	0.41	-0.17	-0.84	-0.93	0.17
Pa_4_6480	-0.11	-0.15	-0.22	-0.24	0.03	0.08	-0.03	0.15	0.32	0.95
Pa_4_6490	-0.05	-0.26	0.05	-0.39	-0.12	0.19	0.14	-0.16	0.68	4.07
Pa_4_650	-0.01	-0.55	-0.34	-0.21	-0.19	0.15	0.43	0.19	0.01	0.11
Pa_4_6500	-0.92	-1	-0.16	0.42	0.86	0.3	0.34	-0.05	-0.27	0.05
Pa_4_6510	-0.17	0.16	-0.33	-0.01	-0.24	-0.13	0.01	0.26	0.28	0.2
Pa_4_6520	-0.6	-0.37	-0.49	-0.35	-0.07	0.07	0.29	1.82	3.06	2.53
Pa_4_6530	-0.75	-0.42	-0.42	-0.51	0.02	0.08	0.21	-0.02	0.59	2.88
Pa_4_6540	-0.71	0.06	-0.71	0.37	0	0.25	-0.06	-0.43	0	0.69
Pa_4_6550	1	1.34	0.55	0.29	-0.04	0.04	-0.05	-0.15	-0.27	-0.19
Pa_4_6560	0.13	0.08	-0.46	-0.18	-0.27	-0.22	0.04	-0.01	0.01	0.04
Pa_4_6570	-0.62	-0.3	-0.54	0.16	0.16	0.07	-0.01	0.01	-0.09	0.24
Pa_4_6580	-0.44	-0.99	-0.69	-0.09	0.09	0.38	0.99	1	0.34	-1.64
Pa_4_6590	0	0.8	0	0.7	0.1	0.36	-0.7	-1.17	-1.61	-2.69
Pa_4_660	0.29	-0.11	-0.31	-0.21	-0.12	0	0.43	0.51	0.3	0
Pa_4_6600	0.23	0.51	-0.16	-0.09	-0.04	0	0.23	0	0.04	-0.01
Pa_4_6610	0.11	0.58	-0.56	-0.09	0.17	0.09	0.22	-0.41	-0.41	-0.53
Pa_4_6612	0.09	0.41	0.3	0.17	0.07	-0.07	-0.59	-0.5	-0.37	-0.39
Pa_4_6616	-0.52	0.24	0.39	0.38	0.13	0.16	-0.52	-0.85	-0.13	-0.18
Pa_4_6620	-0.49	-0.11	0.44	0.45	0.45	0.11	0.48	-0.17	-0.6	-0.88
Pa_4_6630	1.02	0.3	0.76	0.47	0.28	-0.28	-0.48	-1.09	-0.6	-0.41
Pa_4_6640	-0.02	0.09	0.21	0.02	-0.39	-0.52	-0.94	-1.01	0.22	0.06
Pa_4_6650	-0.17	-0.17	0	-0.08	0.03	0.21	0.12	0.03	-0.05	0
Pa_4_6660	0.33	-0.22	0.06	-0.05	-0.1	-0.02	0.02	-0.01	0.01	0.11
Pa_4_6670	-0.44	-0.11	0.04	-0.04	0.3	0.49	0.84	0.27	-0.35	-0.45
Pa_4_6680	0.62	-0.13	0.06	-0.45	-0.18	-0.19	-0.06	0.42	0.24	0.3
Pa_4_6690	-0.02	-0.53	-0.27	0.02	0.07	0.16	0.48	0.39	-0.65	-2.31
Pa_4_670	0.11	-0.06	-0.02	0.06	0.02	-0.12	0.24	0.48	-0.21	-1.12
Pa_4_6700	-0.16	-0.28	-0.51	-0.39	-0.17	0.26	0.82	1.04	1.22	0.16
Pa_4_6710	0.42	0	-0.06	-0.18	-0.08	0.06	0.09	0	-0.16	0.08
Pa_4_6720	-0.53	-0.29	0.24	0.09	-0.09	0.13	0.22	0.11	-0.56	-0.2
Pa_4_6730	0.29	-0.14	-0.1	-0.11	-0.14	0	0.32	0.36	0.32	0
Pa_4_6740	0.49	0.17	-0.14	-0.25	-0.23	-0.05	0.05	0.35	0.19	-0.07
Pa_4_6750	-0.33	-0.07	-0.02	0.02	-0.14	-0.04	0.22	0.33	0.78	0.46
Pa_4_6760	-0.2	0.09	-0.01	0.01	0.06	-0.09	-0.23	-0.09	0.42	0.16
Pa_4_6770	-0.28	-0.09	0.78	0.94	0.32	-0.57	-0.62	-0.69	0.09	0.5
Pa_4_6780	-0.26	0.73	-0.04	0.18	0.75	0.18	0.04	-0.43	-0.47	-0.3
Pa_4_6790	-0.4	0.26	0	-0.01	0.24	-0.03	-0.33	0.06	0.04	0
Pa_4_680	-0.3	0.04	-0.04	-0.07	0.02	-0.02	-0.03	0.45	2.71	2.69
Pa_4_6800	0.84	0.31	0.32	0.09	-0.4	-0.09	-0.66	-0.84	-0.25	2.33
Pa_4_6810	0.09	0.27	-0.06	0.15	0.11	0.06	-0.24	-0.55	-1.1	-1.8
Pa_4_6820	0.09	0.43	0.12	0.01	0.11	-0.01	-0.51	-0.79	-1.24	-1.79
Pa_4_6830	-0.02	0.31	0.2	0.03	-0.11	0.02	-0.21	0.04	-0.14	-0.51
Pa_4_6840	-0.02	-0.51	-0.6	0.53	0.22	0.27	0.13	0.02	-0.21	-0.34
Pa_4_6850	-0.46	-0.1	0.66	0.67	0.41	0.07	0.17	-0.07	-0.5	-0.88
Pa_4_6860	0	-0.07	-0.14	-0.11	0.2	0.32	0.25	-0.05	0.2	0
Pa_4_6870	-0.14	0.93	-0.45	-0.04	0.68	0.28	0.38	-0.48	-0.33	0.04
Pa_4_6880	0.41	-0.06	0.14	-0.22	-0.01	-0.05	0	0	0.14	0.8
Pa_4_6890	0.62	0.02	0.09	-0.38	-0.02	-0.16	-0.04	0.34	0.07	-0.18
Pa_4_690	0.07	-0.07	-0.18	-0.23	-0.37	-0.54	0.11	0.38	0.47	0.27
Pa_4_6900	0.12	-0.31	0.28	0.06	0.12	-0.09	-0.18	-0.18	-0.06	1.54
Pa_4_6910	-0.32	0	0.81	0.95	0.66	0.57	-0.14	-0.77	-1.13	0
Pa_4_6920	-1.2	-0.1	-0.07	0.16	0.28	0.16	-0.13	0.07	-0.11	0.91
Pa_4_6930	-0.02	0.03	0.16	-0.46	-0.55	-0.51	-0.57	0.02	0.48	0.34
Pa_4_6940	-0.16	-0.58	0.26	0.22	0.09	-0.11	0.04	-0.04	0.2	-0.08
Pa_4_6950	-1.11	-0.72	-0.71	0.21	0.28	0.34	0.01	0.2	-0.01	-0.13
Pa_4_6960	-0.92	0.19	0.12	0.03	-0.04	0.21	-0.04	0.21	-0.04	-0.03
Pa_4_6970	-0.59	-0.05	-0.1	0.02	-0.02	0.08	0.04	0.29	0.1	-0.18
Pa_4_6980	-0.15	-0.47	-0.46	-0.13	0	0.5	0.67	1.01	0.68	0
Pa_4_6990	0	-0.4	0	-0.29	-0.31	0	0.29	0.23	0.22	-0.48
Pa_4_70	-0.01	0.01	0.42	2.06	0.75	0.24	-0.99	-1.74	-1.62	-0.98
Pa_4_700	0.06	-0.61	-0.37	-0.14	-0.2	0.29	0.54	0.29	0.08	-0.06
Pa_4_7000	-0.56	-0.51	-0.13	0.1	-0.04	0.24	0.53	0.8	0.04	-1.31
Pa_4_7010	-0.3	-0.14	0.02	-0.02	-0.13	0.13	0.09	0.42	0.22	-0.54
Pa_4_7020	0.27	-0.05	-0.2	-0.09	-0.19	0.05	0.48	0.61	0.49	-0.27
Pa_4_7030	0.7	0.83	0.16	0.06	-0.06	-0.29	-0.56	-0.12	0.2	-0.07
Pa_4_7040	-0.08	0.1	0.52	0.3	0.08	0.14	-0.97	-1.34	-1.47	-0.87
Pa_4_705	-0.65	-0.52	-0.09	-0.24	0.01	-0.01	0.54	1.06	1.41	2.58
Pa_4_7050	0.22	-0.24	0	0	-0.25	-0.07	0.06	0.17	0.13	-0.05
Pa_4_7060	0.09	-0.06	0.12	-0.02	0.17	0	0	-0.07	-0.11	0.07
Pa_4_7070	-0.02	0.02	-0.08	0.05	0.11	-0.3	-0.09	0.08	0.15	-0.24
Pa_4_7080	0.55	0.44	0.26	0.04	-0.04	0.04	-0.06	-0.44	-0.8	-1.15
Pa_4_7090	0.42	0.47	0.46	1.06	0.08	-0.08	-0.84	-1.49	-1.23	-1.87
Pa_4_7095	-0.11	0.34	0.89	1.35	0.58	0.11	-0.75	-0.99	-1.31	-0.97
Pa_4_710	-1.76	-1.23	-1.51	-1.53	-0.75	0.75	2.5	3.58	4.56	5
Pa_4_7100	0.32	0.21	0.49	0.51	0.22	-0.21	-0.89	-1.09	-1.22	-1.29
Pa_4_7102	0.67	0.73	0.59	0.18	-0.17	-0.3	-0.7	-0.95	0.17	-0.45
Pa_4_7105	0.6	0.87	0.65	0.46	-0.02	0.02	-0.48	-0.48	-0.21	-0.52
Pa_4_7108	-0.02	0.68	0.28	0.23	0.07	0.02	-0.33	-0.41	-0.45	-0.81
Pa_4_7109	-0.29	0.3	0.38	0.64	0.38	0.13	-0.13	-0.29	-0.76	-1.64
Pa_4_7110	-0.31	0	-0.13	-0.04	0	0.27	0.36	0.25	0.44	-0.12
Pa_4_7120	0.51	0.48	-0.08	-0.21	-0.44	-0.1	-0.11	0.08	0.11	0.71
Pa_4_7130	0.36	0.03	-0.02	-0.13	-0.24	0.02	0.09	-0.03	-0.02	0.47
Pa_4_7140	-0.66	-0.86	-0.52	-0.55	-0.07	0.07	0.32	2.36	4.41	4.13
Pa_4_7150	0.03	-0.02	-0.3	-0.12	-0.41	0.02	0.22	0.02	-0.29	0.65
Pa_4_7160	0.42	-0.13	-0.07	-0.09	-0.23	0.12	0.18	0	0	0.44
Pa_4_7170	0.36	-0.14	-0.29	-0.35	-0.48	-0.26	0.14	0.59	0.44	0.16
Pa_4_7180	-0.06	-0.01	-0.01	-0.13	0.08	0.31	0.43	0.26	0.01	-0.03
Pa_4_7190	0.36	-0.14	-0.67	-0.33	0.31	-0.01	0.34	0.3	0.01	-0.35
Pa_4_720	-0.92	-1.05	-0.05	-0.05	0.26	-0.33	0.05	0.34	0.48	0.72
Pa_4_7200	0.2	-0.1	-0.02	0.04	0.02	-0.03	0.33	0.34	-0.06	-0.37
Pa_4_7210	0.02	-0.57	-0.04	-0.19	-0.34	-0.02	0.08	0.34	0.89	0.11
Pa_4_7220	0.1	-0.33	-0.33	-0.23	-0.3	-0.1	0.11	0.2	0.23	0.12
Pa_4_7230	0.47	0.4	0.31	0.13	0.13	-0.13	-0.18	-0.24	-0.66	-1.03
Pa_4_7250	1.79	1.68	1.42	0.21	0.22	-0.44	-0.91	-1.45	-1.54	-0.21
Pa_4_7260	0.09	0.01	-0.19	-0.01	-0.14	-0.04	0.48	0.55	0.04	-1.05
Pa_4_7270	0.43	-0.06	0.41	0.25	0.07	0.06	-0.22	-0.41	-1.01	-1.95
Pa_4_7280	0.02	0.35	-0.54	-0.41	-0.14	-0.24	0.11	0.34	0.4	-0.02
Pa_4_7290	-0.16	-0.45	-0.24	-0.09	-0.01	0.01	0.24	0.41	0.21	0.24
Pa_4_730	-0.74	-0.23	-0.38	-0.24	-0.17	0.17	1.24	2.31	2.67	2.08
Pa_4_7300	0.22	-0.16	-0.05	-0.1	0.04	0.27	0.52	0.29	-0.04	-0.47
Pa_4_7310	-0.06	0.18	0.15	0.06	-0.12	-0.34	-0.53	-0.55	0.07	0.35
Pa_4_7320	0	-0.33	-0.12	-0.34	0	0.23	0.66	0.52	0.01	-0.8
Pa_4_7330	-0.01	-0.36	-0.19	0.01	0.09	0.24	0.59	0.42	-0.05	-1.03
Pa_4_7340	-0.01	0.45	0	-0.17	0	0.11	0.34	0.41	-0.03	-0.52
Pa_4_7350	0.01	0.02	-0.16	-0.22	-0.01	-0.1	0.32	0.54	0.2	-0.51
Pa_4_7360	0.22	-0.5	-0.5	-0.25	-0.17	0.17	0.58	0.72	0.51	-0.3
Pa_4_7370	-0.04	-0.56	0.09	0.04	-0.06	0.23	0.34	0.25	-0.27	-1.22
Pa_4_7380	-0.25	-0.07	0.1	0.57	0.27	0.1	-0.01	0.01	-0.17	-0.58
Pa_4_7390	0.2	0.63	0.21	0.15	-0.01	-0.16	0.01	-0.08	-0.63	-1.01
Pa_4_740	0.46	-0.11	-0.02	-0.2	-0.13	-0.05	0.1	0.17	0.02	0.55
Pa_4_7400	0.95	-0.05	1.87	1.65	0.78	-0.08	-0.97	-0.9	-0.33	0.05
Pa_4_7410	-1.32	-0.43	-0.31	-0.1	0.1	-0.05	0.05	0.77	0.87	0.79
Pa_4_7420	0.33	0.31	0.32	-0.11	-0.33	-0.3	-0.64	-0.72	0.11	0.53
Pa_4_7430	0.19	0.07	-0.58	-0.1	-0.1	-0.28	0.08	0.25	0.26	-0.07
Pa_4_7440	-0.19	-0.08	0.18	-0.06	-0.02	-0.12	0.05	0.08	0.02	0.02
Pa_4_7450	0.16	-0.5	1.16	0.74	0.74	0.47	-0.16	-1.66	-1.7	-0.28
Pa_4_7460	-0.03	0.21	0.26	0.01	-0.22	-0.5	-0.38	-0.01	0.38	0.55
Pa_4_7470	-0.33	-0.27	0.4	0.09	0.02	-0.02	0.1	0.02	-0.4	-1.09
Pa_4_7480	0.22	-0.15	-0.02	-0.07	0.02	0.24	0.43	-0.07	-0.18	0.1
Pa_4_7490	0.16	-0.46	-0.33	-0.22	-0.2	0.15	0.7	0.69	0.44	-0.15
Pa_4_750	0.22	0.26	1.21	1.4	0.1	-0.47	-0.72	-0.97	-0.1	-0.22
Pa_4_7500	-0.77	-0.47	-0.74	-0.52	0.08	-0.06	0.06	0.3	0.42	1.38
Pa_4_7510	-1.01	-1.38	-1.32	-0.62	0.19	0.38	1.36	1.74	1.68	-0.19
Pa_4_7520	0.08	0.4	0.13	0.25	0.03	-0.03	-0.24	-0.15	-0.49	-0.29
Pa_4_7530	-0.04	0.17	-0.12	-0.15	-0.1	-0.01	0.01	0.26	0.22	0.42
Pa_4_7540	-0.17	0.3	0.12	0.02	-0.03	0.02	-0.17	-0.02	-0.03	0.45
Pa_4_755	0.17	-0.28	-0.04	-0.13	-0.03	0.19	0.26	0.05	-0.05	0.03
Pa_4_7550	0.88	0.41	0.09	-0.09	-0.21	-0.22	-0.44	-0.37	0.91	1.32
Pa_4_7560	-0.37	0.24	0.07	-0.02	-0.23	-0.17	-0.09	0.3	0.67	0.02
Pa_4_7570	0.04	0.16	-0.09	0.02	-0.02	-0.04	-0.06	0.08	-0.05	0.17
Pa_4_758	-0.28	0.23	-0.04	0	0.09	0.08	0.04	0	-0.16	-0.3
Pa_4_7580	-0.52	-0.43	-0.29	-0.92	-0.11	0.11	0.31	0.6	0.46	0.33
Pa_4_7585	-0.16	0.18	0.23	0.19	0.31	-0.01	0.01	-0.44	-0.6	-0.48
Pa_4_7590	0.72	0.82	0.62	0.39	-0.02	0.02	-0.41	-0.57	-0.46	-0.37
Pa_4_760	-0.2	-0.45	0.05	-0.05	0.21	0.14	0.41	0.12	-0.33	-0.4
Pa_4_7600	0.55	0.81	0.79	0.03	-0.15	-0.03	-0.47	-1.17	-0.75	0.28
Pa_4_7610	-0.11	0.63	0.32	0.43	0.28	-0.04	-0.11	-0.1	-0.31	0.04
Pa_4_7620	-0.41	-0.09	0.17	0.75	0.34	0.27	0.02	-0.06	-0.29	-0.02
Pa_4_7630	-0.12	-0.92	-0.29	-0.41	-0.5	0.12	0.35	0.27	0.32	0.13
Pa_4_7640	0.59	0.04	-0.09	-0.18	-0.11	0.09	0.29	0.25	-0.04	-0.36
Pa_4_7650	-0.03	-0.83	0.03	0.45	0.74	1.04	0.8	-0.03	-0.59	-1
Pa_4_7660	0.13	-0.04	0.53	0.55	0.19	0.04	-0.44	-0.72	-0.86	-0.72
Pa_4_7670	-1.25	-0.77	1.38	1.35	0.7	0.02	-0.02	0.18	-0.21	-0.73
