DE_gene		UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
Pa_0_840	OG0000032	tr|Q2GMK7|Q2GMK7_CHAGB, tr|Q2GMX9|Q2GMX9_CHAGB, tr|Q2GQY5|Q2GQY5_CHAGB, tr|Q2GX40|Q2GX40_CHAGB, tr|Q2H1J5|Q2H1J5_CHAGB, tr|Q2HFX9|Q2HFX9_CHAGB	tr|Q1K8A8|Q1K8A8_NEUCR, tr|Q7S2U7|Q7S2U7_NEUCR, tr|Q7S5K7|Q7S5K7_NEUCR, tr|Q7SDV6|Q7SDV6_NEUCR, tr|V5IMQ2|V5IMQ2_NEUCR	tr|F7VVV1|F7VVV1_SORMK, tr|F7VXB5|F7VXB5_SORMK, tr|F7VXP4|F7VXP4_SORMK, tr|F7W384|F7W384_SORMK, tr|F7W5I1|F7W5I1_SORMK	tr|G0RID6|G0RID6_HYPJQ, tr|G0RLS8|G0RLS8_HYPJQ, tr|G0RPI4|G0RPI4_HYPJQ, tr|G0RPY7|G0RPY7_HYPJQ, tr|G0RVU3|G0RVU3_HYPJQ	Pa_0_840|chrm2|Putative, Pa_1_11480|chrm1|Putative, Pa_2_4900|chrm2|Putative, Pa_4_3320|chrm4|Putative, Pa_5_9390|chrm5|Putative, Pa_6_610|chrm6|Putative
Pa_0_850	OG0006156	tr|Q2GMK4|Q2GMK4_CHAGB	tr|Q7S000|Q7S000_NEUCR	tr|F7W858|F7W858_SORMK		Pa_0_850|chrm2|Putative
Pa_0_880	OG0003189	tr|Q2GMC2|Q2GMC2_CHAGB	tr|Q7S4Z2|Q7S4Z2_NEUCR	tr|F7VM53|F7VM53_SORMK		Pa_0_880|chrm2|Putative, Pa_5_4590|chrm5|Putative
Pa_0_90	OG0000549	tr|Q2H3G9|Q2H3G9_CHAGB	tr|V5IQD8|V5IQD8_NEUCR	tr|F7W9S5|F7W9S5_SORMK		Pa_0_90|chrm6|Putative, Pa_1_21460|chrm1|Putative, Pa_5_10830|chrm5|Putative, Pa_5_3430|chrm5|Putative, Pa_6_11040|chrm6|Putative
Pa_0_900	OG0003456	tr|Q2GMN1|Q2GMN1_CHAGB, tr|Q2H2F2|Q2H2F2_CHAGB	tr|Q1K6K1|Q1K6K1_NEUCR	tr|F7W2J6|F7W2J6_SORMK		Pa_0_900|chrm2|Putative
Pa_0_950	OG0008231	tr|Q2GRI6|Q2GRI6_CHAGB				Pa_0_950|chrm2|Putative
Pa_0_970	OG0008874		tr|Q7S7M4|Q7S7M4_NEUCR			Pa_0_970|chrm2|Putative
Pa_1_10000	OG0000057	tr|Q2GUS3|Q2GUS3_CHAGB, tr|Q2GZ56|Q2GZ56_CHAGB, tr|Q2HCE4|Q2HCE4_CHAGB, tr|Q2HFJ8|Q2HFJ8_CHAGB	tr|Q7S3R4|Q7S3R4_NEUCR, tr|Q7SCF6|Q7SCF6_NEUCR, tr|Q7SD30|Q7SD30_NEUCR, tr|Q7SDD9|Q7SDD9_NEUCR	tr|F7VKM5|F7VKM5_SORMK, tr|F7VUJ4|F7VUJ4_SORMK, tr|F7VZP8|F7VZP8_SORMK, tr|F7W590|F7W590_SORMK	tr|G0R8T0|G0R8T0_HYPJQ, tr|G0R9K1|G0R9K1_HYPJQ, tr|G0RJF6|G0RJF6_HYPJQ, tr|G0RSP8|G0RSP8_HYPJQ, tr|G0RTY7|G0RTY7_HYPJQ	Pa_1_10000|chrm1|Putative, Pa_1_800|chrm1|Putative, Pa_3_10290|chrm3|Putative, Pa_6_11460|chrm6|Podosporapepsin
Pa_1_10030	OG0000231	tr|Q2HFK6|Q2HFK6_CHAGB	tr|Q7S1L2|Q7S1L2_NEUCR, tr|Q7S2K8|Q7S2K8_NEUCR, tr|Q7SHH4|Q7SHH4_NEUCR	tr|F7VKV8|F7VKV8_SORMK, tr|F7VLC4|F7VLC4_SORMK, tr|F7W217|F7W217_SORMK	tr|G0RDK0|G0RDK0_HYPJQ, tr|G0RVQ6|G0RVQ6_HYPJQ	Pa_1_10030|chrm1|Putative, Pa_5_11080|chrm5|Putative
Pa_1_10080	OG0002227	tr|Q2HFI1|Q2HFI1_CHAGB	tr|Q7SF32|Q7SF32_NEUCR	tr|F7VUI6|F7VUI6_SORMK	tr|G0RU42|G0RU42_HYPJQ	Pa_1_10080|chrm1|Putative
Pa_1_1010	OG0000078	tr|Q2GN95|Q2GN95_CHAGB, tr|Q2GZ11|Q2GZ11_CHAGB, tr|Q2GZB2|Q2GZB2_CHAGB, tr|Q2H5I3|Q2H5I3_CHAGB, tr|Q2HCI0|Q2HCI0_CHAGB, tr|Q2HCI7|Q2HCI7_CHAGB	tr|Q1K5S8|Q1K5S8_NEUCR, tr|Q7SDQ1|Q7SDQ1_NEUCR	tr|F7VLK3|F7VLK3_SORMK, tr|F7W2U2|F7W2U2_SORMK, tr|F7W777|F7W777_SORMK	sp|G0RUP7|XYN2_HYPJQ	Pa_1_1010|chrm1|Putative, Pa_1_250|chrm1|Putative, Pa_2_13730|chrm2|Putative, Pa_3_10360|chrm3|Putative, Pa_6_6400|chrm6|Putative
Pa_1_10110	OG0000887	tr|Q2HFJ9|Q2HFJ9_CHAGB	tr|Q7SDE2|Q7SDE2_NEUCR	tr|F7VUJ7|F7VUJ7_SORMK	tr|G0RMZ0|G0RMZ0_HYPJQ, tr|G0RXM0|G0RXM0_HYPJQ	Pa_1_10110|chrm1|Putative
Pa_1_10120	OG0001439	tr|Q2HFK9|Q2HFK9_CHAGB	tr|Q7S2H4|Q7S2H4_NEUCR	tr|F7VKU2|F7VKU2_SORMK	tr|G0REF1|G0REF1_HYPJQ	Pa_1_10120|chrm1|Putative
Pa_1_10130	OG0004196	tr|Q2HFL3|Q2HFL3_CHAGB	tr|Q7S041|Q7S041_NEUCR	tr|F7VKU7|F7VKU7_SORMK	tr|G0REF4|G0REF4_HYPJQ	Pa_1_10130|chrm1|Putative
Pa_1_10140	OG0001568	tr|Q2HFL1|Q2HFL1_CHAGB	sp|Q9P326|PRO1_NEUCR	tr|F7VKU4|F7VKU4_SORMK	tr|G0REF3|G0REF3_HYPJQ	Pa_1_10140|chrm1|Putative
Pa_1_10160	OG0000018	tr|Q2GPW5|Q2GPW5_CHAGB, tr|Q2GR76|Q2GR76_CHAGB, tr|Q2H7P0|Q2H7P0_CHAGB, tr|Q2HEL5|Q2HEL5_CHAGB, tr|Q2HEP8|Q2HEP8_CHAGB	tr|Q7S4K3|Q7S4K3_NEUCR, tr|Q7SEE6|Q7SEE6_NEUCR	tr|F7VQQ2|F7VQQ2_SORMK, tr|F7VQR7|F7VQR7_SORMK, tr|F7VVP4|F7VVP4_SORMK, tr|F7VYD3|F7VYD3_SORMK, tr|F7W087|F7W087_SORMK, tr|F7W5W2|F7W5W2_SORMK	tr|G0R9H0|G0R9H0_HYPJQ, tr|G0RBH3|G0RBH3_HYPJQ, tr|G0RE74|G0RE74_HYPJQ, tr|G0RFV9|G0RFV9_HYPJQ, tr|G0RKQ4|G0RKQ4_HYPJQ, tr|G0RNZ3|G0RNZ3_HYPJQ, tr|G0RP17|G0RP17_HYPJQ, tr|G0RVJ9|G0RVJ9_HYPJQ, tr|G0RWK9|G0RWK9_HYPJQ	Pa_0_220|chrm6|Putative, Pa_1_10160|chrm1|Putative, Pa_1_18360|chrm1|Putative, Pa_2_7290|chrm2|Putative, Pa_2_7340|chrm2|Putative, Pa_2_7400|chrm2|Putative, Pa_3_10850|chrm3|Putative, Pa_3_11380|chrm3|Putative, Pa_4_4580|chrm4|Putative, Pa_5_1260|chrm5|Putative, Pa_5_720|chrm5|Putative
Pa_1_10170	OG0007246	tr|Q2HFQ3|Q2HFQ3_CHAGB	tr|Q7S398|Q7S398_NEUCR			Pa_1_10170|chrm1|Putative
Pa_1_10190	OG0002390	tr|Q2HFQ5|Q2HFQ5_CHAGB	tr|Q7S3A1|Q7S3A1_NEUCR	tr|F7VKZ4|F7VKZ4_SORMK	tr|G0REE4|G0REE4_HYPJQ	Pa_1_10190|chrm1|Putative
Pa_1_10270	OG0007063		tr|Q7SDE3|Q7SDE3_NEUCR	tr|F7VUJ8|F7VUJ8_SORMK	tr|G0RCL1|G0RCL1_HYPJQ	Pa_1_10270|chrm1|Putative
Pa_1_1030	OG0006231	tr|Q2GVH8|Q2GVH8_CHAGB, tr|Q2GY76|Q2GY76_CHAGB				Pa_1_1030|chrm1|Putative, Pa_3_10030|chrm3|Putative
Pa_1_10330	OG0003021	tr|Q2HFM7|Q2HFM7_CHAGB	tr|Q7S0U7|Q7S0U7_NEUCR	tr|F7VKW2|F7VKW2_SORMK	tr|G0RFG2|G0RFG2_HYPJQ	Pa_1_10330|chrm1|Putative
Pa_1_10350	OG0003622	tr|Q2HFM5|Q2HFM5_CHAGB	tr|Q7S1L0|Q7S1L0_NEUCR	tr|F7VKW0|F7VKW0_SORMK	tr|G0RFG3|G0RFG3_HYPJQ	Pa_1_10350|chrm1|Putative
Pa_1_10360	OG0001524	tr|Q2HFN0|Q2HFN0_CHAGB	tr|Q7S1F9|Q7S1F9_NEUCR	tr|F7VKX0|F7VKX0_SORMK	tr|G0RFF9|G0RFF9_HYPJQ	Pa_1_10360|chrm1|Putative
Pa_1_1040	OG0000476	tr|Q2GLY1|Q2GLY1_CHAGB, tr|Q2HC35|Q2HC35_CHAGB	tr|Q7SHJ0|Q7SHJ0_NEUCR, tr|V5IL79|V5IL79_NEUCR	tr|F7VLD9|F7VLD9_SORMK	tr|G0RAL5|G0RAL5_HYPJQ, tr|G0RXK0|G0RXK0_HYPJQ	Pa_1_1040|chrm1|Putative
Pa_1_10430	OG0001352	tr|Q2HFP0|Q2HFP0_CHAGB	tr|Q7S1F4|Q7S1F4_NEUCR	tr|F7VKX4|F7VKX4_SORMK	tr|G0RF64|G0RF64_HYPJQ	Pa_1_10430|chrm1|Putative
Pa_1_10460	OG0007041		tr|Q7S1F2|Q7S1F2_NEUCR	tr|F7VKX1|F7VKX1_SORMK	tr|G0RF77|G0RF77_HYPJQ	Pa_1_10460|chrm1|Putative
Pa_1_10470	OG0007163		tr|Q7S1F1|Q7S1F1_NEUCR	tr|F7VKX9|F7VKX9_SORMK	tr|G0RF76|G0RF76_HYPJQ	Pa_1_10470|chrm1|Putative
Pa_1_1050	OG0007005		tr|Q7SD87|Q7SD87_NEUCR	tr|F7VR39|F7VR39_SORMK		Pa_1_1050|chrm1|Putative, Pa_2_2920|chrm2|Putative
Pa_1_10520	OG0002136	tr|Q2HFP5|Q2HFP5_CHAGB	tr|V5IRN2|V5IRN2_NEUCR	tr|F7VKY3|F7VKY3_SORMK	tr|G0RDC4|G0RDC4_HYPJQ	Pa_1_10520|chrm1|Putative
Pa_1_10550	OG0000967	tr|Q2HF63|Q2HF63_CHAGB, tr|Q2HFP7|Q2HFP7_CHAGB	tr|Q7S394|Q7S394_NEUCR	tr|F7VKY5|F7VKY5_SORMK	tr|G0RBH0|G0RBH0_HYPJQ	Pa_1_10550|chrm1|Putative
Pa_1_10560	OG0008133	tr|Q2HFQ0|Q2HFQ0_CHAGB				Pa_1_10560|chrm1|Putative
Pa_1_1060	OG0006772		tr|A7UVX5|A7UVX5_NEUCR	tr|F7VR43|F7VR43_SORMK	tr|G0RU15|G0RU15_HYPJQ	Pa_1_1060|chrm1|Putative
Pa_1_10610	OG0005330	tr|Q2HFL5|Q2HFL5_CHAGB	tr|Q7S2H7|Q7S2H7_NEUCR	tr|F7VKT9|F7VKT9_SORMK	tr|G0RCL4|G0RCL4_HYPJQ	Pa_1_10610|chrm1|Putative
Pa_1_10640	OG0000435	sp|Q2HE65|MOCOS_CHAGB	sp|Q7SE17|MOCOS_NEUCR, tr|Q1K932|Q1K932_NEUCR	tr|F7VL00|F7VL00_SORMK, tr|F7VLQ6|F7VLQ6_SORMK, tr|F7WCP5|F7WCP5_SORMK	tr|G0RCS2|G0RCS2_HYPJQ	Pa_1_10640|chrm1|Putative, Pa_1_7640|chrm1|Putative
Pa_1_1070	OG0000002	tr|Q2GLZ8|Q2GLZ8_CHAGB, tr|Q2H4S2|Q2H4S2_CHAGB, tr|Q2HHU0|Q2HHU0_CHAGB		tr|F7W279|F7W279_SORMK		Pa_0_410|chrm4|Putative, Pa_0_500|chrm2|Putative, Pa_1_1070|chrm1|Putative, Pa_1_13110|chrm1|Putative, Pa_1_1400|chrm1|Putative, Pa_1_16490|chrm1|Putative, Pa_1_4680|chrm1|Putative, Pa_2_4380|chrm2|Putative, Pa_2_6790|chrm2|Putative, Pa_2_8770|chrm2|Putative, Pa_3_11010|chrm3|Putative, Pa_3_11340|chrm3|Putative, Pa_3_5550|chrm3|Putative, Pa_3_5620|chrm3|Putative, Pa_3_5700|chrm3|Putative, Pa_3_8510|chrm3|Putative, Pa_3_8530|chrm3|Putative, Pa_3_9610|chrm3|Putative, Pa_3_9700|chrm3|Putative, Pa_4_1225|chrm4|Putative, Pa_4_1250|chrm4|Putative, Pa_4_1550|chrm4|Putative, Pa_4_1900|chrm4|Putative, Pa_4_3490|chrm4|Putative, Pa_4_440|chrm4|Putative, Pa_4_4450|chrm4|Putative, Pa_5_10680|chrm5|Putative, Pa_5_1080|chrm5|Putative, Pa_5_12230|chrm5|Putative, Pa_5_12310|chrm5|Putative, Pa_5_12320|chrm5|Putative, Pa_5_12570|chrm5|Putative, Pa_5_240|chrm5|Putative, Pa_5_3380|chrm5|Putative, Pa_5_3520|chrm5|Putative, Pa_5_3590|chrm5|Putative, Pa_5_3920|chrm5|Putative, Pa_5_4510|chrm5|Putative, Pa_5_7300|chrm5|Putative, Pa_5_7690|chrm5|Putative, Pa_5_7850|chrm5|Putative, Pa_5_7870|chrm5|Putative, Pa_6_10460|chrm6|Putative, Pa_6_1970|chrm6|Putative, Pa_6_2290|chrm6|Putative, Pa_6_2390|chrm6|Putative, Pa_6_3200|chrm6|Putative, Pa_6_3470|chrm6|Putative, Pa_6_3480|chrm6|Putative, Pa_6_6980|chrm6|Putative, Pa_6_8050|chrm6|Putative, Pa_6_8270|chrm6|Putative, Pa_7_10750|chrm7|Putative, Pa_7_3460|chrm7|Putative, Pa_7_6240|chrm7|Putative, Pa_7_8910|chrm7|Putative
Pa_1_10790	OG0002815	tr|Q2HFS4|Q2HFS4_CHAGB	tr|Q7SCU9|Q7SCU9_NEUCR	tr|F7VLW9|F7VLW9_SORMK	tr|G0R9B2|G0R9B2_HYPJQ	Pa_1_10790|chrm1|Putative
Pa_1_1080	OG0000993	tr|Q2HCQ4|Q2HCQ4_CHAGB	tr|Q7SFH7|Q7SFH7_NEUCR	tr|F7VR46|F7VR46_SORMK	tr|G0R9X2|G0R9X2_HYPJQ, tr|G0RTS1|G0RTS1_HYPJQ	Pa_1_1080|chrm1|Putative
Pa_1_10820	OG0000419	tr|Q2GYZ2|Q2GYZ2_CHAGB	tr|Q7S8E0|Q7S8E0_NEUCR	tr|F7W7M7|F7W7M7_SORMK	tr|G0R8W2|G0R8W2_HYPJQ, tr|G0RLA6|G0RLA6_HYPJQ	Pa_1_10820|chrm1|Putative, Pa_1_24450|chrm1|Putative, Pa_5_360|chrm5|Putative, Pa_5_6770|chrm5|Putative
Pa_1_10840	OG0008212	tr|Q2HFT1|Q2HFT1_CHAGB				Pa_1_10840|chrm1|Putative
Pa_1_10850	OG0008356	tr|Q2HFT2|Q2HFT2_CHAGB				Pa_1_10850|chrm1|Putative
Pa_1_1090	OG0000007	tr|Q2GML2|Q2GML2_CHAGB, tr|Q2GQI7|Q2GQI7_CHAGB, tr|Q2GZU0|Q2GZU0_CHAGB, tr|Q2HIE4|Q2HIE4_CHAGB		tr|F7VZA1|F7VZA1_SORMK, tr|F7W8W1|F7W8W1_SORMK, tr|F7WBX4|F7WBX4_SORMK		Pa_1_1090|chrm1|Putative, Pa_1_1200|chrm1|Putative, Pa_1_16550|chrm1|Putative, Pa_1_18340|chrm1|Putative, Pa_1_22060|chrm1|Putative, Pa_1_22410|chrm1|Putative, Pa_1_4700|chrm1|Putative, Pa_1_5550|chrm1|Putative, Pa_1_570|chrm1|Putative, Pa_2_13550|chrm2|Putative, Pa_2_4570|chrm2|Putative, Pa_2_4760|chrm2|Putative, Pa_2_4875|chrm2|Putative, Pa_2_8040|chrm2|Putative, Pa_3_5670|chrm3|Putative, Pa_3_6350|chrm3|Putative, Pa_3_6560|chrm3|Putative, Pa_4_1120|chrm4|Putative, Pa_4_1720|chrm4|Putative, Pa_4_1800|chrm4|Putative, Pa_4_2140|chrm4|Putative, Pa_4_4730|chrm4|Putative, Pa_5_10010|chrm5|Putative, Pa_5_10170|chrm5|Putative, Pa_5_11730|chrm5|Putative, Pa_5_12575|chrm5|Putative, Pa_5_12640|chrm5|Putative, Pa_5_12680|chrm5|Putative, Pa_5_12908|chrm5|Putative, Pa_5_170|chrm5|Putative, Pa_5_2470|chrm5|Putative, Pa_5_6470|chrm5|Putative, Pa_5_6900|chrm5|Putative, Pa_5_6910|chrm5|Putative, Pa_5_7390|chrm5|Putative, Pa_5_7650|chrm5|Putative, Pa_5_7900|chrm5|Putative, Pa_6_110|chrm6|Putative, Pa_6_2400|chrm6|Putative, Pa_6_470|chrm6|Putative, Pa_6_6160|chrm6|Putative, Pa_6_7500|chrm6|Putative, Pa_6_8460|chrm6|Putative, Pa_7_9390|chrm7|Putative
Pa_1_10940	OG0002308	tr|Q2HFT9|Q2HFT9_CHAGB	tr|V5IQR6|V5IQR6_NEUCR	tr|F7VLV9|F7VLV9_SORMK	tr|G0RCM5|G0RCM5_HYPJQ	Pa_1_10940|chrm1|Putative
Pa_1_10980	OG0002686	tr|Q2HFZ2|Q2HFZ2_CHAGB	sp|Q7SFX6|LYS1_NEUCR	tr|F7VXM8|F7VXM8_SORMK	tr|G0R8L1|G0R8L1_HYPJQ	Pa_1_10980|chrm1|Putative
Pa_1_11050	OG0003431	tr|Q2HFY3|Q2HFY3_CHAGB	tr|Q7SFW9|Q7SFW9_NEUCR	tr|F7VXN6|F7VXN6_SORMK	tr|G0RN62|G0RN62_HYPJQ	Pa_1_11050|chrm1|Putative
Pa_1_11070	OG0000928	tr|Q2GU45|Q2GU45_CHAGB, tr|Q2HFY6|Q2HFY6_CHAGB	tr|Q1K5M0|Q1K5M0_NEUCR	tr|F7WAM7|F7WAM7_SORMK		Pa_1_11070|chrm1|Putative, Pa_4_1710|chrm4|Putative
Pa_1_11120	OG0008191	tr|Q2HFV6|Q2HFV6_CHAGB				Pa_1_11120|chrm1|Putative
Pa_1_11130	OG0000029	tr|Q2GM01|Q2GM01_CHAGB, tr|Q2GSF8|Q2GSF8_CHAGB, tr|Q2GTA0|Q2GTA0_CHAGB, tr|Q2GWP2|Q2GWP2_CHAGB, tr|Q2H024|Q2H024_CHAGB, tr|Q2H7G8|Q2H7G8_CHAGB	tr|Q7RZ82|Q7RZ82_NEUCR, tr|Q7S0T6|Q7S0T6_NEUCR, tr|Q7SHQ3|Q7SHQ3_NEUCR, tr|V5IL88|V5IL88_NEUCR	tr|F7VRR9|F7VRR9_SORMK, tr|F7VT98|F7VT98_SORMK, tr|F7W517|F7W517_SORMK, tr|F7WBR9|F7WBR9_SORMK	tr|G0R8I5|G0R8I5_HYPJQ, tr|G0RA11|G0RA11_HYPJQ, tr|G0RG32|G0RG32_HYPJQ, tr|G0RNU9|G0RNU9_HYPJQ, tr|G0RPG8|G0RPG8_HYPJQ, tr|G0RW89|G0RW89_HYPJQ	Pa_1_11130|chrm1|Putative, Pa_2_6370|chrm2|Putative, Pa_3_3800|chrm3|Putative, Pa_4_1570|chrm4|Putative, Pa_4_3530|chrm4|Putative, Pa_4_8020|chrm4|Putative, Pa_5_9910|chrm5|Putative, Pa_6_10350|chrm6|Putative
Pa_1_11250	OG0005903	tr|Q2HFW3|Q2HFW3_CHAGB	tr|Q7SG30|Q7SG30_NEUCR	tr|F7VT71|F7VT71_SORMK	tr|G0RND4|G0RND4_HYPJQ	Pa_1_11250|chrm1|Putative
Pa_1_11260	OG0007993	tr|Q2HFW4|Q2HFW4_CHAGB				Pa_1_11260|chrm1|Putative
Pa_1_11280	OG0004685	tr|Q2HFW6|Q2HFW6_CHAGB	tr|Q7SDU6|Q7SDU6_NEUCR	tr|F7VXQ5|F7VXQ5_SORMK	tr|G0RND5|G0RND5_HYPJQ	Pa_1_11280|chrm1|Putative
Pa_1_11320	OG0002606	tr|Q2HFV1|Q2HFV1_CHAGB	tr|Q7SHP8|Q7SHP8_NEUCR	tr|F7VT93|F7VT93_SORMK	tr|G0RMT0|G0RMT0_HYPJQ	Pa_1_11320|chrm1|Putative
Pa_1_11330	OG0002432	tr|Q2HFU9|Q2HFU9_CHAGB	tr|Q7SGG4|Q7SGG4_NEUCR	tr|F7VKJ2|F7VKJ2_SORMK	tr|G0RRA5|G0RRA5_HYPJQ	Pa_1_11330|chrm1|Putative
Pa_1_11380	OG0000208	tr|Q2GUC2|Q2GUC2_CHAGB, tr|Q2HFU3|Q2HFU3_CHAGB, tr|Q2HFU4|Q2HFU4_CHAGB	tr|Q7SF65|Q7SF65_NEUCR, tr|Q7SF66|Q7SF66_NEUCR	tr|F7VLV2|F7VLV2_SORMK, tr|F7VLV4|F7VLV4_SORMK, tr|F7VTL2|F7VTL2_SORMK	tr|G0RH34|G0RH34_HYPJQ	Pa_1_11380|chrm1|Putative, Pa_7_4965|chrm7|Putative
Pa_1_11420	OG0005595	tr|Q2HFU1|Q2HFU1_CHAGB	tr|Q7SF69|Q7SF69_NEUCR	tr|F7VLV7|F7VLV7_SORMK	tr|G0RD58|G0RD58_HYPJQ	Pa_1_11420|chrm1|Putative
Pa_1_11450	OG0002433	tr|Q2HFX7|Q2HFX7_CHAGB	tr|Q7SDV8|Q7SDV8_NEUCR	tr|F7VXP2|F7VXP2_SORMK	tr|G0RTG0|G0RTG0_HYPJQ	Pa_1_11450|chrm1|Putative
Pa_1_11490	OG0006956		tr|Q7SFW5|Q7SFW5_NEUCR	tr|F7VXP0|F7VXP0_SORMK	tr|G0RN74|G0RN74_HYPJQ	Pa_1_11490|chrm1|Putative
Pa_1_11500	OG0001094	tr|Q2HFX1|Q2HFX1_CHAGB	sp|O42790|PLB_NEUCR	tr|F7VXQ0|F7VXQ0_SORMK	tr|G0RWS1|G0RWS1_HYPJQ, tr|G0RX90|G0RX90_HYPJQ	Pa_1_11500|chrm1|Putative
Pa_1_11570	OG0003521	tr|Q2HFX6|Q2HFX6_CHAGB	tr|Q7SFW4|Q7SFW4_NEUCR	tr|F7VXP1|F7VXP1_SORMK	tr|G0RTG4|G0RTG4_HYPJQ	Pa_1_11570|chrm1|Putative
Pa_1_11580	OG0004563	tr|Q2HFX0|Q2HFX0_CHAGB	tr|V5IQZ7|V5IQZ7_NEUCR	tr|F7VXQ1|F7VXQ1_SORMK	tr|G0RKB7|G0RKB7_HYPJQ	Pa_1_11580|chrm1|Putative
Pa_1_11590	OG0000075	tr|Q2HFW9|Q2HFW9_CHAGB, tr|Q2HHP1|Q2HHP1_CHAGB	tr|Q7S4H8|Q7S4H8_NEUCR, tr|Q7S5P2|Q7S5P2_NEUCR	tr|F7VKV4|F7VKV4_SORMK, tr|F7VKV5|F7VKV5_SORMK, tr|F7VVK3|F7VVK3_SORMK, tr|F7VZM6|F7VZM6_SORMK, tr|F7W5L5|F7W5L5_SORMK, tr|F7WCM8|F7WCM8_SORMK		Pa_1_11590|chrm1|Putative, Pa_1_23360|chrm1|Putative, Pa_2_6930|chrm2|Putative, Pa_2_780|chrm2|Putative, Pa_2_7983|chrm2|Putative, Pa_2_8165|chrm2|Putative, Pa_4_3660|chrm4|Putative, Pa_6_10450|chrm6|Putative
Pa_1_11650	OG0004473	tr|Q2HFZ8|Q2HFZ8_CHAGB	tr|V5IQM7|V5IQM7_NEUCR	tr|F7VXM5|F7VXM5_SORMK	tr|G0RMV5|G0RMV5_HYPJQ	Pa_1_11650|chrm1|Putative
Pa_1_11660	OG0001440	tr|Q2HFZ7|Q2HFZ7_CHAGB	tr|Q7SFY5|Q7SFY5_NEUCR	tr|F7VXL9|F7VXL9_SORMK	tr|G0RMV1|G0RMV1_HYPJQ	Pa_1_11660|chrm1|Putative
Pa_1_11790	OG0004686	tr|Q2HG14|Q2HG14_CHAGB	tr|Q7SFZ6|Q7SFZ6_NEUCR	tr|F7VXK8|F7VXK8_SORMK	tr|G0RPY1|G0RPY1_HYPJQ	Pa_1_11790|chrm1|Putative
Pa_1_1180	OG0009247					Pa_1_1180|chrm1|Putative, Pa_1_5090|chrm1|Putative
Pa_1_11860	OG0002892	tr|Q2HG33|Q2HG33_CHAGB	tr|Q7SDT3|Q7SDT3_NEUCR	tr|F7VXI7|F7VXI7_SORMK	tr|G0RXA9|G0RXA9_HYPJQ	Pa_1_11860|chrm1|Putative
Pa_1_11865	OG0007806		tr|Q7SDT2|Q7SDT2_NEUCR	tr|F7VXI8|F7VXI8_SORMK		Pa_1_11865|chrm1|Putative
Pa_1_11870	OG0000086	tr|Q2GN07|Q2GN07_CHAGB, tr|Q2HI66|Q2HI66_CHAGB				Pa_0_240|chrm6|Putative, Pa_1_11870|chrm1|Putative, Pa_1_5210|chrm1|Putative, Pa_3_1990|chrm3|Putative, Pa_4_3840|chrm4|Putative, Pa_5_1690|chrm5|Putative, Pa_5_2090|chrm5|Putative, Pa_5_3750|chrm5|Putative, Pa_5_380|chrm5|Putative, Pa_5_6830|chrm5|Putative, Pa_5_7530|chrm5|Putative, Pa_5_7750|chrm5|Putative, Pa_6_10100|chrm6|Putative, Pa_6_10330|chrm6|Putative, Pa_6_7340|chrm6|Putative
Pa_1_11890	OG0006029	tr|Q2HG22|Q2HG22_CHAGB	tr|Q7SCZ7|Q7SCZ7_NEUCR		tr|G0RCG7|G0RCG7_HYPJQ	Pa_1_11890|chrm1|Putative
Pa_1_1190	OG0006594	tr|Q2HCQ5|Q2HCQ5_CHAGB	tr|Q7SHL4|Q7SHL4_NEUCR	tr|F7VLF2|F7VLF2_SORMK		Pa_1_1190|chrm1|Putative
Pa_1_11910	OG0005424	tr|Q2HG24|Q2HG24_CHAGB	tr|A7UW92|A7UW92_NEUCR	tr|F7VXJ9|F7VXJ9_SORMK	tr|G0RH97|G0RH97_HYPJQ	Pa_1_11910|chrm1|Putative
Pa_1_11920	OG0002009	tr|Q2HG25|Q2HG25_CHAGB	tr|V5IRK3|V5IRK3_NEUCR	tr|F7VXJ8|F7VXJ8_SORMK	tr|G0RMB7|G0RMB7_HYPJQ	Pa_1_11920|chrm1|Putative
Pa_1_11930	OG0006797		tr|V5IQY7|V5IQY7_NEUCR	tr|F7VXJ7|F7VXJ7_SORMK	tr|G0RMB6|G0RMB6_HYPJQ	Pa_1_11930|chrm1|Putative
Pa_1_11940	OG0005120	tr|Q2HG26|Q2HG26_CHAGB	tr|Q7SDS4|Q7SDS4_NEUCR	tr|F7VXJ6|F7VXJ6_SORMK	tr|G0RMB5|G0RMB5_HYPJQ	Pa_1_11940|chrm1|Putative
Pa_1_11960	OG0003306	tr|Q2HG27|Q2HG27_CHAGB	tr|V5IQM2|V5IQM2_NEUCR	tr|F7VXJ4|F7VXJ4_SORMK	tr|G0R739|G0R739_HYPJQ	Pa_1_11960|chrm1|Putative
Pa_1_12010	OG0004442	tr|Q2HG32|Q2HG32_CHAGB	tr|Q7SDT1|Q7SDT1_NEUCR	tr|F7VXJ1|F7VXJ1_SORMK	tr|G0RXA7|G0RXA7_HYPJQ	Pa_1_12010|chrm1|Putative
Pa_1_12020	OG0004687	tr|Q2HG36|Q2HG36_CHAGB	tr|Q7SDT6|Q7SDT6_NEUCR	tr|F7VXI5|F7VXI5_SORMK	tr|G0RM72|G0RM72_HYPJQ	Pa_1_12020|chrm1|Putative
