Orthogroup	UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
OG0000361	tr|Q2GML4|Q2GML4_CHAGB, tr|Q2GMV7|Q2GMV7_CHAGB, tr|Q2GWW7|Q2GWW7_CHAGB	tr|Q1K881|Q1K881_NEUCR, tr|Q7SCE5|Q7SCE5_NEUCR	tr|F7VQ16|F7VQ16_SORMK, tr|F7VU12|F7VU12_SORMK		Pa_2_7620|chrm2|Putative, Pa_3_10680|chrm3|Putative
OG0000362	tr|Q2H5N9|Q2H5N9_CHAGB, tr|Q2HDG5|Q2HDG5_CHAGB	tr|Q7SDB3|Q7SDB3_NEUCR	tr|F7VKQ7|F7VKQ7_SORMK, tr|F7VUN7|F7VUN7_SORMK	tr|G0RFL0|G0RFL0_HYPJQ, tr|G0RKH4|G0RKH4_HYPJQ	Pa_1_16330|chrm1|Putative, Pa_1_3450|chrm1|Putative
OG0000363	tr|Q2GPM4|Q2GPM4_CHAGB, tr|Q2GQC5|Q2GQC5_CHAGB, tr|Q2GWR5|Q2GWR5_CHAGB, tr|Q2HHI2|Q2HHI2_CHAGB	tr|Q7RW94|Q7RW94_NEUCR	tr|F7W5A1|F7W5A1_SORMK, tr|F7WBM0|F7WBM0_SORMK		Pa_4_5410|chrm4|Putative, Pa_6_10420|chrm6|Putative
OG0000364	tr|Q2GU89|Q2GU89_CHAGB, tr|Q2GWK4|Q2GWK4_CHAGB, tr|Q2GZA0|Q2GZA0_CHAGB	tr|Q7S383|Q7S383_NEUCR	tr|F7WBN2|F7WBN2_SORMK	tr|G0RJQ2|G0RJQ2_HYPJQ	Pa_0_785|chrm2|Putative, Pa_3_2000|chrm3|Putative, Pa_4_1950|chrm4|Putative
OG0000365	sp|P84675|PFM_CHAGB, tr|Q2H634|Q2H634_CHAGB	tr|Q7S2E3|Q7S2E3_NEUCR	tr|F7W4W5|F7W4W5_SORMK		Pa_1_1440|chrm1|Putative, Pa_1_16510|chrm1|Putative, Pa_3_910|chrm3|Putative, Pa_4_1844|chrm4|Putative, Pa_7_970|chrm7|Putative
OG0000366	tr|Q2H7T6|Q2H7T6_CHAGB, tr|Q2HC81|Q2HC81_CHAGB	tr|Q7S280|Q7S280_NEUCR, tr|Q7SEA1|Q7SEA1_NEUCR	tr|F7W5C4|F7W5C4_SORMK	tr|G0RBS9|G0RBS9_HYPJQ	Pa_2_14040|chrm2|Putative, Pa_2_7100|chrm2|Putative, Pa_6_6960|chrm6|Putative
OG0000367	tr|Q2GQN4|Q2GQN4_CHAGB, tr|Q2HAV6|Q2HAV6_CHAGB	tr|Q1K6G2|Q1K6G2_NEUCR, tr|Q7S487|Q7S487_NEUCR	tr|F7VTM4|F7VTM4_SORMK, tr|F7W6S1|F7W6S1_SORMK	tr|G0RV00|G0RV00_HYPJQ	Pa_2_3000|chrm2|Putative, Pa_5_8540|chrm5|Putative
OG0000368	tr|Q2GNF2|Q2GNF2_CHAGB, tr|Q2HC11|Q2HC11_CHAGB	tr|Q7SBX1|Q7SBX1_NEUCR	tr|F7VSL4|F7VSL4_SORMK, tr|F7W9N9|F7W9N9_SORMK, tr|F7WAN8|F7WAN8_SORMK		Pa_1_21880|chrm1|Putative, Pa_3_9740|chrm3|Putative, Pa_5_12130|chrm5|Putative
OG0000369	tr|Q2H791|Q2H791_CHAGB	tr|Q7S340|Q7S340_NEUCR, tr|Q7S9G6|Q7S9G6_NEUCR	tr|F7VNN4|F7VNN4_SORMK, tr|F7WB59|F7WB59_SORMK	tr|G0RLL5|G0RLL5_HYPJQ, tr|G0RRK9|G0RRK9_HYPJQ	Pa_3_3900|chrm3|Putative, Pa_7_1340|chrm7|Putative
OG0000370	tr|Q2GZ55|Q2GZ55_CHAGB			tr|G0R6T9|G0R6T9_HYPJQ, tr|G0R6W0|G0R6W0_HYPJQ, tr|G0R8F6|G0R8F6_HYPJQ, tr|G0R8F7|G0R8F7_HYPJQ, tr|G0RPF0|G0RPF0_HYPJQ, tr|G0RQU4|G0RQU4_HYPJQ, tr|G0RSR3|G0RSR3_HYPJQ, tr|G0RU52|G0RU52_HYPJQ	
OG0000371	tr|Q2GYZ6|Q2GYZ6_CHAGB, tr|Q2H3A7|Q2H3A7_CHAGB	tr|Q7S276|Q7S276_NEUCR	tr|F7W7N1|F7W7N1_SORMK, tr|F7W8B5|F7W8B5_SORMK	tr|G0RGI2|G0RGI2_HYPJQ, tr|G0RU01|G0RU01_HYPJQ	Pa_1_24580|chrm1|Putative, Pa_3_550|chrm3|Putative
OG0000372	tr|Q2GTA9|Q2GTA9_CHAGB, tr|Q2H1N7|Q2H1N7_CHAGB	tr|Q7RY37|Q7RY37_NEUCR	tr|F7VNW6|F7VNW6_SORMK	tr|G0RG04|G0RG04_HYPJQ, tr|G0RJR0|G0RJR0_HYPJQ	Pa_1_21360|chrm1|Putative, Pa_6_2057|chrm6|Putative, Pa_6_7250|chrm6|Putative
OG0000373	tr|Q2GUJ4|Q2GUJ4_CHAGB, tr|Q2HG83|Q2HG83_CHAGB	tr|Q7S0S8|Q7S0S8_NEUCR	tr|F7W5D1|F7W5D1_SORMK	tr|G0RCM2|G0RCM2_HYPJQ, tr|G0RT82|G0RT82_HYPJQ, tr|G0RW92|G0RW92_HYPJQ	Pa_1_12490|chrm1|Putative, Pa_6_270|chrm6|Putative
OG0000374	tr|Q2GRR2|Q2GRR2_CHAGB	tr|Q7SAA3|Q7SAA3_NEUCR, tr|U9W8G8|U9W8G8_NEUCR	tr|F7VNR9|F7VNR9_SORMK, tr|F7VY90|F7VY90_SORMK, tr|F7VY91|F7VY91_SORMK	tr|G0RXF6|G0RXF6_HYPJQ	Pa_4_5490|chrm4|Putative, Pa_6_9580|chrm6|Putative
OG0000375	tr|Q2GQ92|Q2GQ92_CHAGB, tr|Q2GT30|Q2GT30_CHAGB	tr|Q7S5E0|Q7S5E0_NEUCR, tr|Q7S6U6|Q7S6U6_NEUCR	tr|F7VMV1|F7VMV1_SORMK, tr|F7W6L0|F7W6L0_SORMK	tr|G0RWY2|G0RWY2_HYPJQ	Pa_4_3170|chrm4|Putative, Pa_5_3680|chrm5|Putative
OG0000376	sp|Q2H7G2|KYNU2_CHAGB, sp|Q2H9P7|KYNU1_CHAGB	sp|Q7RXY2|KYNU2_NEUCR, sp|Q7S332|KYNU1_NEUCR	tr|F7VS63|F7VS63_SORMK, tr|F7WB68|F7WB68_SORMK	tr|G0R7X2|G0R7X2_HYPJQ	Pa_7_6230|chrm7|Putative, Pa_7_770|chrm7|Putative
OG0000377	tr|Q2GZZ5|Q2GZZ5_CHAGB	tr|Q7RWR2|Q7RWR2_NEUCR, tr|Q7S4N0|Q7S4N0_NEUCR	tr|F7VRU2|F7VRU2_SORMK, tr|F7W5G6|F7W5G6_SORMK	tr|G0RBS0|G0RBS0_HYPJQ, tr|G0RP35|G0RP35_HYPJQ, tr|G0RXK1|G0RXK1_HYPJQ	Pa_3_3640|chrm3|Putative
OG0000378	tr|Q2GUD8|Q2GUD8_CHAGB, tr|Q2H1N1|Q2H1N1_CHAGB, tr|Q2HCC3|Q2HCC3_CHAGB			tr|G0R8P5|G0R8P5_HYPJQ, tr|G0RBP2|G0RBP2_HYPJQ, tr|G0RRB1|G0RRB1_HYPJQ, tr|G0RVV4|G0RVV4_HYPJQ, tr|G0RWS2|G0RWS2_HYPJQ	Pa_1_5490|chrm1|Putative
OG0000379	tr|Q2GQB2|Q2GQB2_CHAGB, tr|Q2GTU9|Q2GTU9_CHAGB	tr|Q7S5E5|Q7S5E5_NEUCR	tr|F7W6L5|F7W6L5_SORMK, tr|F7W6V5|F7W6V5_SORMK	tr|G0RNU2|G0RNU2_HYPJQ	Pa_2_5350|chrm2|Putative, Pa_4_1210|chrm4|Putative, Pa_5_11520|chrm5|Putative
OG0000380	tr|Q2H7H4|Q2H7H4_CHAGB	tr|Q7S0N5|Q7S0N5_NEUCR, tr|Q7SAT9|Q7SAT9_NEUCR, tr|Q7SAU0|Q7SAU0_NEUCR, tr|Q7SAU3|Q7SAU3_NEUCR, tr|Q7SAX3|Q7SAX3_NEUCR	tr|F7W6U0|F7W6U0_SORMK, tr|F7WC80|F7WC80_SORMK, tr|F7WCA2|F7WCA2_SORMK		
OG0000381	tr|Q2HCL2|Q2HCL2_CHAGB, tr|Q2HCL3|Q2HCL3_CHAGB	tr|Q7SFJ0|Q7SFJ0_NEUCR, tr|Q7SFJ1|Q7SFJ1_NEUCR, tr|V5IRC4|V5IRC4_NEUCR	tr|F7VLY4|F7VLY4_SORMK, tr|F7VLY5|F7VLY5_SORMK		Pa_1_145|chrm1|Putative, Pa_1_150|chrm1|Putative
OG0000382	tr|Q2HBI7|Q2HBI7_CHAGB	tr|Q7RXV3|Q7RXV3_NEUCR	tr|F7W6Y0|F7W6Y0_SORMK	tr|G0R7I4|G0R7I4_HYPJQ, tr|G0R9L1|G0R9L1_HYPJQ, tr|G0RHG3|G0RHG3_HYPJQ, tr|G0RIA0|G0RIA0_HYPJQ	Pa_2_5020|chrm2|Putative, Pa_4_450|chrm4|Putative
OG0000383	tr|Q2GUK5|Q2GUK5_CHAGB, tr|Q2GXA7|Q2GXA7_CHAGB	tr|Q1K6A4|Q1K6A4_NEUCR, tr|Q7S675|Q7S675_NEUCR	tr|F7W2R8|F7W2R8_SORMK, tr|F7W8Y6|F7W8Y6_SORMK	tr|G0RT49|G0RT49_HYPJQ	Pa_2_4250|chrm2|Putative, Pa_7_4120|chrm7|Putative
OG0000384	tr|Q2GN62|Q2GN62_CHAGB, tr|Q2HD34|Q2HD34_CHAGB	tr|Q7SCQ3|Q7SCQ3_NEUCR	tr|F7VY05|F7VY05_SORMK	tr|G0R6R7|G0R6R7_HYPJQ, tr|G0REQ5|G0REQ5_HYPJQ	Pa_1_3120|chrm1|Putative, Pa_3_10490|chrm3|Putative, Pa_3_11540|chrm3|Putative
OG0000385	tr|Q2HE85|Q2HE85_CHAGB	sp|Q6MVH7|IPYR_NEUCR, tr|Q1K8W4|Q1K8W4_NEUCR	tr|F7VKI6|F7VKI6_SORMK, tr|F7VQ56|F7VQ56_SORMK	tr|G0R715|G0R715_HYPJQ, tr|G0RPA0|G0RPA0_HYPJQ	Pa_1_7830|chrm1|Putative, Pa_3_11040|chrm3|Putative
OG0000386	tr|Q2GNB5|Q2GNB5_CHAGB	sp|P38668|TBA1_NEUCR, sp|P38669|TBA2_NEUCR	sp|Q92335|TBA_SORMK, tr|F7W209|F7W209_SORMK	tr|G0RDA6|G0RDA6_HYPJQ, tr|G0RDT1|G0RDT1_HYPJQ	Pa_1_3600|chrm1|Putative, Pa_3_10220|chrm3|Putative
OG0000387	tr|Q2GMH1|Q2GMH1_CHAGB, tr|Q2H953|Q2H953_CHAGB	tr|U9W375|U9W375_NEUCR	tr|F7VYD5|F7VYD5_SORMK	tr|G0RB84|G0RB84_HYPJQ, tr|G0RGY8|G0RGY8_HYPJQ, tr|G0RNX2|G0RNX2_HYPJQ, tr|G0RR96|G0RR96_HYPJQ	Pa_7_7520|chrm7|Putative
OG0000388	tr|Q2H7B3|Q2H7B3_CHAGB	tr|Q7S333|Q7S333_NEUCR, tr|Q7S418|Q7S418_NEUCR	tr|F7WB67|F7WB67_SORMK	tr|G0R7L2|G0R7L2_HYPJQ, tr|G0RW82|G0RW82_HYPJQ	Pa_5_9730|chrm5|Putative, Pa_6_10530|chrm6|Putative, Pa_7_1120|chrm7|Putative
OG0000389	tr|Q2H5Q0|Q2H5Q0_CHAGB, tr|Q2H7V0|Q2H7V0_CHAGB	tr|Q7SEA4|Q7SEA4_NEUCR	tr|F7VR14|F7VR14_SORMK	tr|G0RKN7|G0RKN7_HYPJQ, tr|G0RVK7|G0RVK7_HYPJQ	Pa_1_16400|chrm1|Putative, Pa_2_6330|chrm2|Putative, Pa_3_10440|chrm3|Copper
OG0000390	tr|Q2GN84|Q2GN84_CHAGB, tr|Q2HFI8|Q2HFI8_CHAGB	tr|Q1K913|Q1K913_NEUCR, tr|Q1K914|Q1K914_NEUCR, tr|Q7RZ36|Q7RZ36_NEUCR	tr|F7VV75|F7VV75_SORMK	tr|G0RJL6|G0RJL6_HYPJQ, tr|G0RX94|G0RX94_HYPJQ	Pa_1_9900|chrm1|Putative
OG0000391	tr|Q2GUP3|Q2GUP3_CHAGB	tr|Q1K8M2|Q1K8M2_NEUCR, tr|Q7S427|Q7S427_NEUCR	tr|F7VZD3|F7VZD3_SORMK, tr|F7W5G3|F7W5G3_SORMK	tr|G0REC5|G0REC5_HYPJQ, tr|G0RWL9|G0RWL9_HYPJQ	Pa_5_1490|chrm5|Putative, Pa_6_11750|chrm6|Putative
OG0000392	tr|Q2GMC0|Q2GMC0_CHAGB, tr|Q2H2R1|Q2H2R1_CHAGB, tr|Q2H9A3|Q2H9A3_CHAGB	tr|Q7S0R8|Q7S0R8_NEUCR, tr|Q7SAH0|Q7SAH0_NEUCR	tr|F7VMZ9|F7VMZ9_SORMK, tr|F7VSD9|F7VSD9_SORMK, tr|F7VWE8|F7VWE8_SORMK		Pa_7_7240|chrm7|Putative
OG0000393	tr|Q2HC71|Q2HC71_CHAGB, tr|Q2HGB2|Q2HGB2_CHAGB	tr|Q7S4K0|Q7S4K0_NEUCR, tr|Q7SDJ6|Q7SDJ6_NEUCR	tr|F7VVP6|F7VVP6_SORMK, tr|F7WA61|F7WA61_SORMK	tr|G0RFR8|G0RFR8_HYPJQ	Pa_1_12690|chrm1|Putative, Pa_5_2740|chrm5|Putative
OG0000394	tr|Q2GMH8|Q2GMH8_CHAGB, tr|Q2GP59|Q2GP59_CHAGB, tr|Q2GPI4|Q2GPI4_CHAGB, tr|Q2GTI8|Q2GTI8_CHAGB, tr|Q2H057|Q2H057_CHAGB, tr|Q2H7J5|Q2H7J5_CHAGB, tr|Q2HAQ6|Q2HAQ6_CHAGB, tr|Q2HC82|Q2HC82_CHAGB, tr|Q2HI26|Q2HI26_CHAGB				
OG0000395	tr|Q2H0X5|Q2H0X5_CHAGB	tr|Q7S865|Q7S865_NEUCR	tr|F7VZX1|F7VZX1_SORMK, tr|F7VZX2|F7VZX2_SORMK	tr|G0RNX7|G0RNX7_HYPJQ	Pa_5_2100|chrm5|Putative, Pa_5_345|chrm5|Putative, Pa_6_2870|chrm6|Putative, Pa_6_6480|chrm6|Putative
OG0000396	tr|Q2GQS7|Q2GQS7_CHAGB, tr|Q2HEV0|Q2HEV0_CHAGB	tr|Q7S441|Q7S441_NEUCR, tr|V5IR12|V5IR12_NEUCR	tr|F7VQY9|F7VQY9_SORMK, tr|F7VVV4|F7VVV4_SORMK	tr|G0RQW7|G0RQW7_HYPJQ	Pa_1_5500|chrm1|Putative, Pa_5_8930|chrm5|Putative
OG0000397	tr|Q2GTT3|Q2GTT3_CHAGB, tr|Q2H173|Q2H173_CHAGB, tr|Q2H5K6|Q2H5K6_CHAGB	tr|Q7SCJ5|Q7SCJ5_NEUCR	tr|F7VR19|F7VR19_SORMK, tr|F7W4V7|F7W4V7_SORMK		Pa_0_270|chrm4|Putative, Pa_1_16300|chrm1|Putative, Pa_6_1100|chrm6|Putative
OG0000398	sp|Q2HBN1|CGHF_CHAGB, tr|Q2HC47|Q2HC47_CHAGB	tr|Q7RXD3|Q7RXD3_NEUCR	tr|F7W4B5|F7W4B5_SORMK	tr|G0R781|G0R781_HYPJQ, tr|G0RFJ0|G0RFJ0_HYPJQ, tr|G0RMC3|G0RMC3_HYPJQ	Pa_2_11030|chrm2|Putative, Pa_5_7140|chrm5|Putative
OG0000399	tr|Q2GME9|Q2GME9_CHAGB, tr|Q2H0A7|Q2H0A7_CHAGB	sp|P11637|QUTR_NEUCR, tr|Q7RW62|Q7RW62_NEUCR	tr|F7VM56|F7VM56_SORMK, tr|F7VRV1|F7VRV1_SORMK	tr|G0RQ62|G0RQ62_HYPJQ	Pa_3_4580|chrm3|Putative, Pa_5_5090|chrm5|Putative
OG0000400	tr|Q2H3F5|Q2H3F5_CHAGB	tr|Q1K6W0|Q1K6W0_NEUCR, tr|Q7S0S4|Q7S0S4_NEUCR	tr|F7W4P3|F7W4P3_SORMK, tr|F7W5D5|F7W5D5_SORMK, tr|F7W9P4|F7W9P4_SORMK	tr|G0RT28|G0RT28_HYPJQ	Pa_2_8170|chrm2|Putative, Pa_6_11160|chrm6|Putative
OG0000401	tr|Q2GVC7|Q2GVC7_CHAGB	tr|Q1K522|Q1K522_NEUCR, tr|Q7S275|Q7S275_NEUCR	tr|F7VZA4|F7VZA4_SORMK, tr|F7W8B6|F7W8B6_SORMK	tr|G0RFV8|G0RFV8_HYPJQ, tr|G0RHG2|G0RHG2_HYPJQ	Pa_3_570|chrm3|Putative, Pa_3_6250|chrm3|Putative
OG0000402	tr|Q2GS35|Q2GS35_CHAGB, tr|Q2H007|Q2H007_CHAGB	tr|Q1K5Y9|Q1K5Y9_NEUCR, tr|Q7RZ92|Q7RZ92_NEUCR	tr|F7VRT0|F7VRT0_SORMK, tr|F7W6I8|F7W6I8_SORMK	tr|G0RMQ1|G0RMQ1_HYPJQ	Pa_3_3390|chrm3|Putative, Pa_4_6540|chrm4|Putative
OG0000403	tr|Q2GU73|Q2GU73_CHAGB, tr|Q2GX53|Q2GX53_CHAGB, tr|Q2H5E3|Q2H5E3_CHAGB	tr|Q1K8B6|Q1K8B6_NEUCR, tr|Q7S439|Q7S439_NEUCR	tr|F7VVV6|F7VVV6_SORMK, tr|F7VXA8|F7VXA8_SORMK		Pa_2_4860|chrm2|Putative, Pa_5_8940|chrm5|Putative
OG0000404	tr|Q2H4S8|Q2H4S8_CHAGB, tr|Q2H799|Q2H799_CHAGB, tr|Q2HH46|Q2HH46_CHAGB	tr|Q1K6E6|Q1K6E6_NEUCR	tr|F7VR99|F7VR99_SORMK	tr|G0RMM9|G0RMM9_HYPJQ	Pa_1_16920|chrm1|Putative, Pa_5_5490|chrm5|Putative, Pa_7_1000|chrm7|Putative
OG0000405	tr|Q2H2Z1|Q2H2Z1_CHAGB, tr|Q2H3X6|Q2H3X6_CHAGB	tr|Q7S9B3|Q7S9B3_NEUCR, tr|Q7SHA1|Q7SHA1_NEUCR	tr|F7VSQ0|F7VSQ0_SORMK, tr|F7W8L4|F7W8L4_SORMK	tr|G0RFY0|G0RFY0_HYPJQ	Pa_1_21070|chrm1|Putative, Pa_1_23760|chrm1|Putative
OG0000406	tr|Q2H707|Q2H707_CHAGB, tr|Q2H7U3|Q2H7U3_CHAGB	tr|Q7S8A4|Q7S8A4_NEUCR, tr|Q7SBU9|Q7SBU9_NEUCR	tr|F7VUA3|F7VUA3_SORMK, tr|F7W125|F7W125_SORMK	tr|G0RFS2|G0RFS2_HYPJQ, tr|G0RMF6|G0RMF6_HYPJQ	Pa_1_16140|chrm1|Putative
OG0000407	sp|Q2HHS4|RCO1_CHAGB	sp|Q7S860|CAO1_NEUCR, tr|Q7S861|Q7S861_NEUCR	tr|F7W8M5|F7W8M5_SORMK, tr|F7WBR8|F7WBR8_SORMK		Pa_1_21940|chrm1|Putative, Pa_1_21950|chrm1|Putative, Pa_5_6650|chrm5|Putative, Pa_5_6740|chrm5|Putative
OG0000408	tr|Q2GWS4|Q2GWS4_CHAGB, tr|Q2H1N3|Q2H1N3_CHAGB	tr|Q7S7W1|Q7S7W1_NEUCR, tr|Q7S836|Q7S836_NEUCR	tr|F7VNW5|F7VNW5_SORMK, tr|F7VU60|F7VU60_SORMK	tr|G0RCB1|G0RCB1_HYPJQ, tr|G0RH54|G0RH54_HYPJQ	Pa_2_6450|chrm2|Putative
OG0000409	tr|Q2GYM9|Q2GYM9_CHAGB	tr|A7UXF9|A7UXF9_NEUCR, tr|Q1K5U8|Q1K5U8_NEUCR	tr|F7VKN4|F7VKN4_SORMK, tr|F7W7A7|F7W7A7_SORMK	tr|G0RER0|G0RER0_HYPJQ, tr|G0RG25|G0RG25_HYPJQ	Pa_1_670|chrm1|Putative, Pa_2_14220|chrm2|Putative
OG0000410	tr|Q2GR06|Q2GR06_CHAGB	tr|Q1K5N5|Q1K5N5_NEUCR, tr|Q7S568|Q7S568_NEUCR	tr|F7W0R3|F7W0R3_SORMK, tr|F7WAP3|F7WAP3_SORMK	tr|G0RBM9|G0RBM9_HYPJQ, tr|G0RHB0|G0RHB0_HYPJQ, tr|G0RS18|G0RS18_HYPJQ	Pa_5_9690|chrm5|Putative
OG0000411	tr|Q2H1I8|Q2H1I8_CHAGB, tr|Q2HGF5|Q2HGF5_CHAGB	tr|Q1K868|Q1K868_NEUCR, tr|Q7S962|Q7S962_NEUCR	tr|F7VN28|F7VN28_SORMK, tr|F7VTV5|F7VTV5_SORMK	tr|G0RTB0|G0RTB0_HYPJQ	Pa_2_1620|chrm2|Putative, Pa_6_9520|chrm6|Putative
OG0000412	tr|Q2GQT8|Q2GQT8_CHAGB, tr|Q2GYZ1|Q2GYZ1_CHAGB	tr|Q7S216|Q7S216_NEUCR	tr|F7W519|F7W519_SORMK	tr|G0RIL6|G0RIL6_HYPJQ, tr|G0RVE6|G0RVE6_HYPJQ	Pa_4_6820|chrm4|Putative, Pa_5_12220|chrm5|Putative, Pa_6_11100|chrm6|Putative
OG0000413	tr|Q2H1C0|Q2H1C0_CHAGB	tr|Q7RZ77|Q7RZ77_NEUCR	tr|F7W3Q6|F7W3Q6_SORMK, tr|F7W8K1|F7W8K1_SORMK, tr|F7W8K4|F7W8K4_SORMK	tr|G0RFH4|G0RFH4_HYPJQ	Pa_1_21850|chrm1|Putative, Pa_6_8790|chrm6|Putative, Pa_7_4940|chrm7|Putative
OG0000414	tr|Q2GTD9|Q2GTD9_CHAGB, tr|Q2GUA7|Q2GUA7_CHAGB, tr|Q2GVI0|Q2GVI0_CHAGB, tr|Q2HHZ0|Q2HHZ0_CHAGB	tr|Q7S064|Q7S064_NEUCR	tr|F7WA30|F7WA30_SORMK		Pa_5_10133|chrm5|Putative, Pa_5_10134|chrm5|Putative, Pa_5_11280|chrm5|Putative
OG0000415	tr|Q2GPQ4|Q2GPQ4_CHAGB, tr|Q2HHY0|Q2HHY0_CHAGB	tr|Q7S1C4|Q7S1C4_NEUCR, tr|Q7S1C6|Q7S1C6_NEUCR, tr|Q7S1D0|Q7S1D0_NEUCR, tr|V5INL5|V5INL5_NEUCR	tr|F7W868|F7W868_SORMK, tr|F7W870|F7W870_SORMK, tr|F7W872|F7W872_SORMK		
OG0000416	tr|Q2GXB5|Q2GXB5_CHAGB, tr|Q2H2Q8|Q2H2Q8_CHAGB, tr|Q2HBS4|Q2HBS4_CHAGB	tr|Q7S1P7|Q7S1P7_NEUCR	tr|F7W2T3|F7W2T3_SORMK, tr|F7W944|F7W944_SORMK		Pa_2_4280|chrm2|Putative, Pa_5_12540|chrm5|Putative, Pa_7_11630|chrm7|Putative
OG0000417	tr|Q2HH43|Q2HH43_CHAGB, tr|Q2HHZ6|Q2HHZ6_CHAGB	sp|P38675|MET7_NEUCR, tr|Q1K5P0|Q1K5P0_NEUCR	tr|F7VV86|F7VV86_SORMK, tr|F7W476|F7W476_SORMK	tr|G0RIS3|G0RIS3_HYPJQ	Pa_5_5460|chrm5|Putative, Pa_5_7270|chrm5|Putative
OG0000418	tr|Q2GR13|Q2GR13_CHAGB, tr|Q2H3Q3|Q2H3Q3_CHAGB	tr|Q7S6S1|Q7S6S1_NEUCR	tr|F7VMX6|F7VMX6_SORMK, tr|F7WAC0|F7WAC0_SORMK	tr|G0RFN0|G0RFN0_HYPJQ, tr|G0RPS5|G0RPS5_HYPJQ	Pa_4_4140|chrm4|Putative, Pa_5_9740|chrm5|Putative
OG0000419	tr|Q2GYZ2|Q2GYZ2_CHAGB	tr|Q7S8E0|Q7S8E0_NEUCR	tr|F7W7M7|F7W7M7_SORMK	tr|G0R8W2|G0R8W2_HYPJQ, tr|G0RLA6|G0RLA6_HYPJQ	Pa_1_10820|chrm1|Putative, Pa_1_24450|chrm1|Putative, Pa_5_360|chrm5|Putative, Pa_5_6770|chrm5|Putative
OG0000420	tr|Q2GYM1|Q2GYM1_CHAGB, tr|Q2H7H5|Q2H7H5_CHAGB	tr|Q7S0N6|Q7S0N6_NEUCR, tr|Q7S326|Q7S326_NEUCR, tr|Q7SAU1|Q7SAU1_NEUCR, tr|Q7SAU4|Q7SAU4_NEUCR	tr|F7WC79|F7WC79_SORMK, tr|F7WCA3|F7WCA3_SORMK		Pa_7_1040|chrm7|Putative
OG0000421	tr|Q2H2K0|Q2H2K0_CHAGB	tr|Q7S8G4|Q7S8G4_NEUCR	tr|F7W971|F7W971_SORMK	tr|G0R7Q0|G0R7Q0_HYPJQ, tr|G0RBW2|G0RBW2_HYPJQ, tr|G0REG6|G0REG6_HYPJQ, tr|G0RHE8|G0RHE8_HYPJQ, tr|G0RS09|G0RS09_HYPJQ	Pa_5_8140|chrm5|CATP1
OG0000422	tr|Q2H1L6|Q2H1L6_CHAGB, tr|Q2H5S5|Q2H5S5_CHAGB	sp|Q86ZF9|GLNA_NEUCR, tr|V5ILU9|V5ILU9_NEUCR	tr|F7W730|F7W730_SORMK, tr|F7WAJ1|F7WAJ1_SORMK	tr|G0RPD1|G0RPD1_HYPJQ	Pa_1_18080|chrm1|Putative, Pa_2_10220|chrm2|Putative
OG0000423	tr|Q2GTE9|Q2GTE9_CHAGB, tr|Q2GV21|Q2GV21_CHAGB			tr|G0REG2|G0REG2_HYPJQ, tr|G0RTY8|G0RTY8_HYPJQ	Pa_1_3395|chrm1|transposase, Pa_1_5855|chrm1|transposase, Pa_2_600|chrm2|Putative, Pa_3_3320|chrm3|Putative, Pa_6_3130|chrm6|Transposase
OG0000424	tr|Q2HFI2|Q2HFI2_CHAGB, tr|Q2HIC8|Q2HIC8_CHAGB	tr|Q7S1M9|Q7S1M9_NEUCR, tr|Q7S4M1|Q7S4M1_NEUCR	tr|F7W8S5|F7W8S5_SORMK	tr|G0RHF9|G0RHF9_HYPJQ, tr|G0RK61|G0RK61_HYPJQ	Pa_5_10160|chrm5|Putative, Pa_6_10980|chrm6|Putative
OG0000425	sp|Q2HAR0|PMP3_CHAGB, tr|Q2GWA8|Q2GWA8_CHAGB	sp|Q871V2|PMP3_NEUCR, tr|Q7S7N1|Q7S7N1_NEUCR	tr|F7W4N3|F7W4N3_SORMK, tr|F7W769|F7W769_SORMK	tr|G0R7J8|G0R7J8_HYPJQ, tr|G0RT56|G0RT56_HYPJQ	Pa_2_2110|chrm2|Putative
OG0000426	tr|Q2H198|Q2H198_CHAGB			tr|G0RFC4|G0RFC4_HYPJQ, tr|G0RHB5|G0RHB5_HYPJQ, tr|G0RI59|G0RI59_HYPJQ, tr|G0RQW4|G0RQW4_HYPJQ, tr|G0RRB8|G0RRB8_HYPJQ, tr|G0RS08|G0RS08_HYPJQ, tr|G0RVW1|G0RVW1_HYPJQ, tr|G0RXC1|G0RXC1_HYPJQ	
OG0000427	tr|Q2H7K8|Q2H7K8_CHAGB, tr|Q2H7Q3|Q2H7Q3_CHAGB			tr|G0RF22|G0RF22_HYPJQ, tr|G0RG55|G0RG55_HYPJQ, tr|G0RTT2|G0RTT2_HYPJQ, tr|G0RTU9|G0RTU9_HYPJQ	Pa_5_2650|chrm5|Putative, Pa_7_310|chrm7|Putative, Pa_7_550|chrm7|Putative
OG0000428	tr|Q2H0Q4|Q2H0Q4_CHAGB	tr|Q7S8R9|Q7S8R9_NEUCR, tr|Q7SDR8|Q7SDR8_NEUCR	tr|F7VQU2|F7VQU2_SORMK, tr|F7W2G6|F7W2G6_SORMK	tr|G0RAQ2|G0RAQ2_HYPJQ	Pa_1_6020|chrm1|Putative, Pa_6_3010|chrm6|Putative, Pa_7_100|chrm7|Putative
